Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,TradingSymbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
BCD,bcs_fo,EURINR,2119208,OPTCUR,PE,86,EURINR202382986.0PE,EURINR202382986.0PE,EURINR 29AUG23 86.0 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117880,OPTCUR,CE,85.75,EURINR202382985.75CE,EURINR202382985.75CE,EURINR 29AUG23 85.75 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117865,OPTCUR,PE,85.75,EURINR202382985.75PE,EURINR202382985.75PE,EURINR 29AUG23 85.75 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2118780,OPTCUR,CE,85.5,EURINR202382985.5CE,EURINR202382985.5CE,EURINR 29AUG23 85.5 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2118587,OPTCUR,PE,85.5,EURINR202382985.5PE,EURINR202382985.5PE,EURINR 29AUG23 85.5 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117847,OPTCUR,CE,89.25,EURINR202382989.25CE,EURINR202382989.25CE,EURINR 29AUG23 89.25 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117829,OPTCUR,PE,89.25,EURINR202382989.25PE,EURINR202382989.25PE,EURINR 29AUG23 89.25 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2118816,OPTCUR,CE,89.5,EURINR202382989.5CE,EURINR202382989.5CE,EURINR 29AUG23 89.5 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2118804,OPTCUR,PE,89.5,EURINR202382989.5PE,EURINR202382989.5PE,EURINR 29AUG23 89.5 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117808,OPTCUR,CE,89.75,EURINR202382989.75CE,EURINR202382989.75CE,EURINR 29AUG23 89.75 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117793,OPTCUR,PE,89.75,EURINR202382989.75PE,EURINR202382989.75PE,EURINR 29AUG23 89.75 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117933,OPTCUR,CE,90,EURINR202382990.0CE,EURINR202382990.0CE,EURINR 29AUG23 90.0 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117922,OPTCUR,PE,90,EURINR202382990.0PE,EURINR202382990.0PE,EURINR 29AUG23 90.0 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119133,OPTCUR,CE,90.25,EURINR202382990.25CE,EURINR202382990.25CE,EURINR 29AUG23 90.25 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119119,OPTCUR,PE,90.25,EURINR202382990.25PE,EURINR202382990.25PE,EURINR 29AUG23 90.25 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117962,OPTCUR,CE,90.5,EURINR202382990.5CE,EURINR202382990.5CE,EURINR 29AUG23 90.5 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117953,OPTCUR,PE,90.5,EURINR202382990.5PE,EURINR202382990.5PE,EURINR 29AUG23 90.5 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119102,OPTCUR,CE,90.75,EURINR202382990.75CE,EURINR202382990.75CE,EURINR 29AUG23 90.75 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119092,OPTCUR,PE,90.75,EURINR202382990.75PE,EURINR202382990.75PE,EURINR 29AUG23 90.75 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119011,OPTCUR,CE,91,EURINR202382991.0CE,EURINR202382991.0CE,EURINR 29AUG23 91.0 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2118990,OPTCUR,PE,91,EURINR202382991.0PE,EURINR202382991.0PE,EURINR 29AUG23 91.0 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2118023,OPTCUR,CE,91.25,EURINR202382991.25CE,EURINR202382991.25CE,EURINR 29AUG23 91.25 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2118011,OPTCUR,PE,91.25,EURINR202382991.25PE,EURINR202382991.25PE,EURINR 29AUG23 91.25 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119052,OPTCUR,CE,91.5,EURINR202382991.5CE,EURINR202382991.5CE,EURINR 29AUG23 91.5 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119046,OPTCUR,PE,91.5,EURINR202382991.5PE,EURINR202382991.5PE,EURINR 29AUG23 91.5 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117996,OPTCUR,CE,91.75,EURINR202382991.75CE,EURINR202382991.75CE,EURINR 29AUG23 91.75 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117985,OPTCUR,PE,91.75,EURINR202382991.75PE,EURINR202382991.75PE,EURINR 29AUG23 91.75 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117963,OPTCUR,CE,92,EURINR202382992.0CE,EURINR202382992.0CE,EURINR 29AUG23 92.0 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117954,OPTCUR,PE,92,EURINR202382992.0PE,EURINR202382992.0PE,EURINR 29AUG23 92.0 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119104,OPTCUR,CE,92.25,EURINR202382992.25CE,EURINR202382992.25CE,EURINR 29AUG23 92.25 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119093,OPTCUR,PE,92.25,EURINR202382992.25PE,EURINR202382992.25PE,EURINR 29AUG23 92.25 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117942,OPTCUR,CE,92.5,EURINR202382992.5CE,EURINR202382992.5CE,EURINR 29AUG23 92.5 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117937,OPTCUR,PE,92.5,EURINR202382992.5PE,EURINR202382992.5PE,EURINR 29AUG23 92.5 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119077,OPTCUR,CE,92.75,EURINR202382992.75CE,EURINR202382992.75CE,EURINR 29AUG23 92.75 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119070,OPTCUR,PE,92.75,EURINR202382992.75PE,EURINR202382992.75PE,EURINR 29AUG23 92.75 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119053,OPTCUR,CE,93,EURINR202382993.0CE,EURINR202382993.0CE,EURINR 29AUG23 93.0 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119048,OPTCUR,PE,93,EURINR202382993.0PE,EURINR202382993.0PE,EURINR 29AUG23 93.0 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2112905,OPTCUR,CE,56.5,JPYINR202370756.5CE,JPYINR202370756.5CE,JPYINR 07JUL23 56.5 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112897,OPTCUR,PE,56.5,JPYINR202370756.5PE,JPYINR202370756.5PE,JPYINR 07JUL23 56.5 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113146,OPTCUR,CE,56.25,JPYINR202370756.25CE,JPYINR202370756.25CE,JPYINR 07JUL23 56.25 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113143,OPTCUR,PE,56.25,JPYINR202370756.25PE,JPYINR202370756.25PE,JPYINR 07JUL23 56.25 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112924,OPTCUR,CE,56,JPYINR202370756.0CE,JPYINR202370756.0CE,JPYINR 07JUL23 56.0 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112919,OPTCUR,PE,56,JPYINR202370756.0PE,JPYINR202370756.0PE,JPYINR 07JUL23 56.0 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112982,OPTCUR,CE,55.75,JPYINR202370755.75CE,JPYINR202370755.75CE,JPYINR 07JUL23 55.75 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112975,OPTCUR,PE,55.75,JPYINR202370755.75PE,JPYINR202370755.75PE,JPYINR 07JUL23 55.75 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113115,OPTCUR,CE,55.5,JPYINR202370755.5CE,JPYINR202370755.5CE,JPYINR 07JUL23 55.5 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113110,OPTCUR,PE,55.5,JPYINR202370755.5PE,JPYINR202370755.5PE,JPYINR 07JUL23 55.5 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112958,OPTCUR,CE,55.25,JPYINR202370755.25CE,JPYINR202370755.25CE,JPYINR 07JUL23 55.25 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112953,OPTCUR,PE,55.25,JPYINR202370755.25PE,JPYINR202370755.25PE,JPYINR 07JUL23 55.25 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113126,OPTCUR,CE,55,JPYINR202370755.0CE,JPYINR202370755.0CE,JPYINR 07JUL23 55.0 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113121,OPTCUR,PE,55,JPYINR202370755.0PE,JPYINR202370755.0PE,JPYINR 07JUL23 55.0 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113419,OPTCUR,CE,54.75,JPYINR202370754.75CE,JPYINR202370754.75CE,JPYINR 07JUL23 54.75 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113414,OPTCUR,PE,54.75,JPYINR202370754.75PE,JPYINR202370754.75PE,JPYINR 07JUL23 54.75 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2114772,OPTCUR,CE,54.5,JPYINR202370754.5CE,JPYINR202370754.5CE,JPYINR 07JUL23 54.5 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2114771,OPTCUR,PE,54.5,JPYINR202370754.5PE,JPYINR202370754.5PE,JPYINR 07JUL23 54.5 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2114809,OPTCUR,CE,54.25,JPYINR202370754.25CE,JPYINR202370754.25CE,JPYINR 07JUL23 54.25 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2114804,OPTCUR,PE,54.25,JPYINR202370754.25PE,JPYINR202370754.25PE,JPYINR 07JUL23 54.25 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2114864,OPTCUR,CE,54,JPYINR202370754.0CE,JPYINR202370754.0CE,JPYINR 07JUL23 54.0 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2114861,OPTCUR,PE,54,JPYINR202370754.0PE,JPYINR202370754.0PE,JPYINR 07JUL23 54.0 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2114869,OPTCUR,CE,53.75,JPYINR202370753.75CE,JPYINR202370753.75CE,JPYINR 07JUL23 53.75 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2114867,OPTCUR,PE,53.75,JPYINR202370753.75PE,JPYINR202370753.75PE,JPYINR 07JUL23 53.75 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2114916,OPTCUR,CE,53.5,JPYINR202370753.5CE,JPYINR202370753.5CE,JPYINR 07JUL23 53.5 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2114914,OPTCUR,PE,53.5,JPYINR202370753.5PE,JPYINR202370753.5PE,JPYINR 07JUL23 53.5 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2117283,OPTCUR,CE,53.25,JPYINR202370753.25CE,JPYINR202370753.25CE,JPYINR 07JUL23 53.25 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2117272,OPTCUR,PE,53.25,JPYINR202370753.25PE,JPYINR202370753.25PE,JPYINR 07JUL23 53.25 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2118950,OPTCUR,CE,53,JPYINR202370753.0CE,JPYINR202370753.0CE,JPYINR 07JUL23 53.0 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2118925,OPTCUR,PE,53,JPYINR202370753.0PE,JPYINR202370753.0PE,JPYINR 07JUL23 53.0 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113167,OPTCUR,CE,56.75,JPYINR202370756.75CE,JPYINR202370756.75CE,JPYINR 07JUL23 56.75 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113161,OPTCUR,PE,56.75,JPYINR202370756.75PE,JPYINR202370756.75PE,JPYINR 07JUL23 56.75 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113116,OPTCUR,CE,57,JPYINR202370757.0CE,JPYINR202370757.0CE,JPYINR 07JUL23 57.0 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113111,OPTCUR,PE,57,JPYINR202370757.0PE,JPYINR202370757.0PE,JPYINR 07JUL23 57.0 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112942,OPTCUR,CE,57.25,JPYINR202370757.25CE,JPYINR202370757.25CE,JPYINR 07JUL23 57.25 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112939,OPTCUR,PE,57.25,JPYINR202370757.25PE,JPYINR202370757.25PE,JPYINR 07JUL23 57.25 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113099,OPTCUR,CE,57.5,JPYINR202370757.5CE,JPYINR202370757.5CE,JPYINR 07JUL23 57.5 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113093,OPTCUR,PE,57.5,JPYINR202370757.5PE,JPYINR202370757.5PE,JPYINR 07JUL23 57.5 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112967,OPTCUR,CE,57.75,JPYINR202370757.75CE,JPYINR202370757.75CE,JPYINR 07JUL23 57.75 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112961,OPTCUR,PE,57.75,JPYINR202370757.75PE,JPYINR202370757.75PE,JPYINR 07JUL23 57.75 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112907,OPTCUR,CE,58,JPYINR202370758.0CE,JPYINR202370758.0CE,JPYINR 07JUL23 58.0 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112898,OPTCUR,PE,58,JPYINR202370758.0PE,JPYINR202370758.0PE,JPYINR 07JUL23 58.0 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113168,OPTCUR,CE,58.25,JPYINR202370758.25CE,JPYINR202370758.25CE,JPYINR 07JUL23 58.25 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113162,OPTCUR,PE,58.25,JPYINR202370758.25PE,JPYINR202370758.25PE,JPYINR 07JUL23 58.25 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112886,OPTCUR,CE,58.5,JPYINR202370758.5CE,JPYINR202370758.5CE,JPYINR 07JUL23 58.5 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112880,OPTCUR,PE,58.5,JPYINR202370758.5PE,JPYINR202370758.5PE,JPYINR 07JUL23 58.5 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113156,OPTCUR,CE,58.75,JPYINR202370758.75CE,JPYINR202370758.75CE,JPYINR 07JUL23 58.75 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113150,OPTCUR,PE,58.75,JPYINR202370758.75PE,JPYINR202370758.75PE,JPYINR 07JUL23 58.75 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113101,OPTCUR,CE,59,JPYINR202370759.0CE,JPYINR202370759.0CE,JPYINR 07JUL23 59.0 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113094,OPTCUR,PE,59,JPYINR202370759.0PE,JPYINR202370759.0PE,JPYINR 07JUL23 59.0 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112968,OPTCUR,CE,59.25,JPYINR202370759.25CE,JPYINR202370759.25CE,JPYINR 07JUL23 59.25 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112962,OPTCUR,PE,59.25,JPYINR202370759.25PE,JPYINR202370759.25PE,JPYINR 07JUL23 59.25 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113082,OPTCUR,CE,59.5,JPYINR202370759.5CE,JPYINR202370759.5CE,JPYINR 07JUL23 59.5 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113074,OPTCUR,PE,59.5,JPYINR202370759.5PE,JPYINR202370759.5PE,JPYINR 07JUL23 59.5 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112955,OPTCUR,CE,59.75,JPYINR202370759.75CE,JPYINR202370759.75CE,JPYINR 07JUL23 59.75 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112947,OPTCUR,PE,59.75,JPYINR202370759.75PE,JPYINR202370759.75PE,JPYINR 07JUL23 59.75 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113008,OPTCUR,CE,60,JPYINR202370760.0CE,JPYINR202370760.0CE,JPYINR 07JUL23 60.0 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2113002,OPTCUR,PE,60,JPYINR202370760.0PE,JPYINR202370760.0PE,JPYINR 07JUL23 60.0 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112885,OPTCUR,CE,60.25,JPYINR202370760.25CE,JPYINR202370760.25CE,JPYINR 07JUL23 60.25 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112878,OPTCUR,PE,60.25,JPYINR202370760.25PE,JPYINR202370760.25PE,JPYINR 07JUL23 60.25 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112991,OPTCUR,CE,60.5,JPYINR202370760.5CE,JPYINR202370760.5CE,JPYINR 07JUL23 60.5 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2112986,OPTCUR,PE,60.5,JPYINR202370760.5PE,JPYINR202370760.5PE,JPYINR 07JUL23 60.5 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2114179,OPTCUR,CE,56.5,JPYINR202371456.5CE,JPYINR202371456.5CE,JPYINR 14JUL23 56.5 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114754,OPTCUR,PE,56.5,JPYINR202371456.5PE,JPYINR202371456.5PE,JPYINR 14JUL23 56.5 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114575,OPTCUR,CE,56.25,JPYINR202371456.25CE,JPYINR202371456.25CE,JPYINR 14JUL23 56.25 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114566,OPTCUR,PE,56.25,JPYINR202371456.25PE,JPYINR202371456.25PE,JPYINR 14JUL23 56.25 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114206,OPTCUR,CE,56,JPYINR202371456.0CE,JPYINR202371456.0CE,JPYINR 14JUL23 56.0 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114200,OPTCUR,PE,56,JPYINR202371456.0PE,JPYINR202371456.0PE,JPYINR 14JUL23 56.0 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114271,OPTCUR,CE,55.75,JPYINR202371455.75CE,JPYINR202371455.75CE,JPYINR 14JUL23 55.75 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114263,OPTCUR,PE,55.75,JPYINR202371455.75PE,JPYINR202371455.75PE,JPYINR 14JUL23 55.75 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114490,OPTCUR,CE,55.5,JPYINR202371455.5CE,JPYINR202371455.5CE,JPYINR 14JUL23 55.5 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114482,OPTCUR,PE,55.5,JPYINR202371455.5PE,JPYINR202371455.5PE,JPYINR 14JUL23 55.5 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114296,OPTCUR,CE,55.25,JPYINR202371455.25CE,JPYINR202371455.25CE,JPYINR 14JUL23 55.25 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114287,OPTCUR,PE,55.25,JPYINR202371455.25PE,JPYINR202371455.25PE,JPYINR 14JUL23 55.25 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114796,OPTCUR,CE,55,JPYINR202371455.0CE,JPYINR202371455.0CE,JPYINR 14JUL23 55.0 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114794,OPTCUR,PE,55,JPYINR202371455.0PE,JPYINR202371455.0PE,JPYINR 14JUL23 55.0 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114802,OPTCUR,CE,54.75,JPYINR202371454.75CE,JPYINR202371454.75CE,JPYINR 14JUL23 54.75 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114801,OPTCUR,PE,54.75,JPYINR202371454.75PE,JPYINR202371454.75PE,JPYINR 14JUL23 54.75 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114766,OPTCUR,CE,54.5,JPYINR202371454.5CE,JPYINR202371454.5CE,JPYINR 14JUL23 54.5 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114765,OPTCUR,PE,54.5,JPYINR202371454.5PE,JPYINR202371454.5PE,JPYINR 14JUL23 54.5 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114812,OPTCUR,CE,54.25,JPYINR202371454.25CE,JPYINR202371454.25CE,JPYINR 14JUL23 54.25 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114807,OPTCUR,PE,54.25,JPYINR202371454.25PE,JPYINR202371454.25PE,JPYINR 14JUL23 54.25 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114852,OPTCUR,CE,54,JPYINR202371454.0CE,JPYINR202371454.0CE,JPYINR 14JUL23 54.0 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114850,OPTCUR,PE,54,JPYINR202371454.0PE,JPYINR202371454.0PE,JPYINR 14JUL23 54.0 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114870,OPTCUR,CE,53.75,JPYINR202371453.75CE,JPYINR202371453.75CE,JPYINR 14JUL23 53.75 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114868,OPTCUR,PE,53.75,JPYINR202371453.75PE,JPYINR202371453.75PE,JPYINR 14JUL23 53.75 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114904,OPTCUR,CE,53.5,JPYINR202371453.5CE,JPYINR202371453.5CE,JPYINR 14JUL23 53.5 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114903,OPTCUR,PE,53.5,JPYINR202371453.5PE,JPYINR202371453.5PE,JPYINR 14JUL23 53.5 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2117208,OPTCUR,CE,53.25,JPYINR202371453.25CE,JPYINR202371453.25CE,JPYINR 14JUL23 53.25 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2117194,OPTCUR,PE,53.25,JPYINR202371453.25PE,JPYINR202371453.25PE,JPYINR 14JUL23 53.25 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2118954,OPTCUR,CE,53,JPYINR202371453.0CE,JPYINR202371453.0CE,JPYINR 14JUL23 53.0 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2118934,OPTCUR,PE,53,JPYINR202371453.0PE,JPYINR202371453.0PE,JPYINR 14JUL23 53.0 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114558,OPTCUR,CE,56.75,JPYINR202371456.75CE,JPYINR202371456.75CE,JPYINR 14JUL23 56.75 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114550,OPTCUR,PE,56.75,JPYINR202371456.75PE,JPYINR202371456.75PE,JPYINR 14JUL23 56.75 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114491,OPTCUR,CE,57,JPYINR202371457.0CE,JPYINR202371457.0CE,JPYINR 14JUL23 57.0 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114483,OPTCUR,PE,57,JPYINR202371457.0PE,JPYINR202371457.0PE,JPYINR 14JUL23 57.0 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114273,OPTCUR,CE,57.25,JPYINR202371457.25CE,JPYINR202371457.25CE,JPYINR 14JUL23 57.25 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114264,OPTCUR,PE,57.25,JPYINR202371457.25PE,JPYINR202371457.25PE,JPYINR 14JUL23 57.25 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114462,OPTCUR,CE,57.5,JPYINR202371457.5CE,JPYINR202371457.5CE,JPYINR 14JUL23 57.5 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114452,OPTCUR,PE,57.5,JPYINR202371457.5PE,JPYINR202371457.5PE,JPYINR 14JUL23 57.5 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114252,OPTCUR,CE,57.75,JPYINR202371457.75CE,JPYINR202371457.75CE,JPYINR 14JUL23 57.75 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114246,OPTCUR,PE,57.75,JPYINR202371457.75PE,JPYINR202371457.75PE,JPYINR 14JUL23 57.75 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114181,OPTCUR,CE,58,JPYINR202371458.0CE,JPYINR202371458.0CE,JPYINR 14JUL23 58.0 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114756,OPTCUR,PE,58,JPYINR202371458.0PE,JPYINR202371458.0PE,JPYINR 14JUL23 58.0 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114559,OPTCUR,CE,58.25,JPYINR202371458.25CE,JPYINR202371458.25CE,JPYINR 14JUL23 58.25 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114551,OPTCUR,PE,58.25,JPYINR202371458.25PE,JPYINR202371458.25PE,JPYINR 14JUL23 58.25 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114734,OPTCUR,CE,58.5,JPYINR202371458.5CE,JPYINR202371458.5CE,JPYINR 14JUL23 58.5 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114719,OPTCUR,PE,58.5,JPYINR202371458.5PE,JPYINR202371458.5PE,JPYINR 14JUL23 58.5 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114542,OPTCUR,CE,58.75,JPYINR202371458.75CE,JPYINR202371458.75CE,JPYINR 14JUL23 58.75 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114537,OPTCUR,PE,58.75,JPYINR202371458.75PE,JPYINR202371458.75PE,JPYINR 14JUL23 58.75 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114464,OPTCUR,CE,59,JPYINR202371459.0CE,JPYINR202371459.0CE,JPYINR 14JUL23 59.0 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114453,OPTCUR,PE,59,JPYINR202371459.0PE,JPYINR202371459.0PE,JPYINR 14JUL23 59.0 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2114254,OPTCUR,CE,59.25,JPYINR202371459.25CE,JPYINR202371459.25CE,JPYINR 14JUL23 59.25 CE,2023-07-14,1,0.0025
