Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,TradingSymbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
BCD,bcs_fo,USDINR,1019611,OPTCUR,PE,81.6,USDINR202391581.6PE,USDINR202391581.6PE,USDINR 15SEP23 81.6 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122929,OPTCUR,CE,81.5,USDINR202391581.5CE,USDINR202391581.5CE,USDINR 15SEP23 81.5 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122912,OPTCUR,PE,81.5,USDINR202391581.5PE,USDINR202391581.5PE,USDINR 15SEP23 81.5 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019612,OPTCUR,CE,81.4,USDINR202391581.4CE,USDINR202391581.4CE,USDINR 15SEP23 81.4 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019673,OPTCUR,PE,81.4,USDINR202391581.4PE,USDINR202391581.4PE,USDINR 15SEP23 81.4 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019674,OPTCUR,CE,81.3,USDINR202391581.3CE,USDINR202391581.3CE,USDINR 15SEP23 81.3 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019707,OPTCUR,PE,81.3,USDINR202391581.3PE,USDINR202391581.3PE,USDINR 15SEP23 81.3 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019708,OPTCUR,CE,81.2,USDINR202391581.2CE,USDINR202391581.2CE,USDINR 15SEP23 81.2 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019709,OPTCUR,PE,81.2,USDINR202391581.2PE,USDINR202391581.2PE,USDINR 15SEP23 81.2 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019710,OPTCUR,CE,81.1,USDINR202391581.1CE,USDINR202391581.1CE,USDINR 15SEP23 81.1 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019711,OPTCUR,PE,81.1,USDINR202391581.1PE,USDINR202391581.1PE,USDINR 15SEP23 81.1 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122877,OPTCUR,CE,81,USDINR202391581.0CE,USDINR202391581.0CE,USDINR 15SEP23 81.0 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122867,OPTCUR,PE,81,USDINR202391581.0PE,USDINR202391581.0PE,USDINR 15SEP23 81.0 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019712,OPTCUR,CE,80.9,USDINR202391580.9CE,USDINR202391580.9CE,USDINR 15SEP23 80.9 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019713,OPTCUR,PE,80.9,USDINR202391580.9PE,USDINR202391580.9PE,USDINR 15SEP23 80.9 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019714,OPTCUR,CE,80.8,USDINR202391580.8CE,USDINR202391580.8CE,USDINR 15SEP23 80.8 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019715,OPTCUR,PE,80.8,USDINR202391580.8PE,USDINR202391580.8PE,USDINR 15SEP23 80.8 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019716,OPTCUR,CE,80.7,USDINR202391580.7CE,USDINR202391580.7CE,USDINR 15SEP23 80.7 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019717,OPTCUR,PE,80.7,USDINR202391580.7PE,USDINR202391580.7PE,USDINR 15SEP23 80.7 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019718,OPTCUR,CE,80.6,USDINR202391580.6CE,USDINR202391580.6CE,USDINR 15SEP23 80.6 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019719,OPTCUR,PE,80.6,USDINR202391580.6PE,USDINR202391580.6PE,USDINR 15SEP23 80.6 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123236,OPTCUR,CE,80.5,USDINR202391580.5CE,USDINR202391580.5CE,USDINR 15SEP23 80.5 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123221,OPTCUR,PE,80.5,USDINR202391580.5PE,USDINR202391580.5PE,USDINR 15SEP23 80.5 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019720,OPTCUR,CE,80.4,USDINR202391580.4CE,USDINR202391580.4CE,USDINR 15SEP23 80.4 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019721,OPTCUR,PE,80.4,USDINR202391580.4PE,USDINR202391580.4PE,USDINR 15SEP23 80.4 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019722,OPTCUR,CE,80.3,USDINR202391580.3CE,USDINR202391580.3CE,USDINR 15SEP23 80.3 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019723,OPTCUR,PE,80.3,USDINR202391580.3PE,USDINR202391580.3PE,USDINR 15SEP23 80.3 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019724,OPTCUR,CE,80.2,USDINR202391580.2CE,USDINR202391580.2CE,USDINR 15SEP23 80.2 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019725,OPTCUR,PE,80.2,USDINR202391580.2PE,USDINR202391580.2PE,USDINR 15SEP23 80.2 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019726,OPTCUR,CE,80.1,USDINR202391580.1CE,USDINR202391580.1CE,USDINR 15SEP23 80.1 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019727,OPTCUR,PE,80.1,USDINR202391580.1PE,USDINR202391580.1PE,USDINR 15SEP23 80.1 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123186,OPTCUR,CE,80,USDINR202391580.0CE,USDINR202391580.0CE,USDINR 15SEP23 80.0 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123176,OPTCUR,PE,80,USDINR202391580.0PE,USDINR202391580.0PE,USDINR 15SEP23 80.0 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019728,OPTCUR,CE,79.9,USDINR202391579.9CE,USDINR202391579.9CE,USDINR 15SEP23 79.9 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019729,OPTCUR,PE,79.9,USDINR202391579.9PE,USDINR202391579.9PE,USDINR 15SEP23 79.9 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019730,OPTCUR,CE,79.8,USDINR202391579.8CE,USDINR202391579.8CE,USDINR 15SEP23 79.8 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019731,OPTCUR,PE,79.8,USDINR202391579.8PE,USDINR202391579.8PE,USDINR 15SEP23 79.8 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019732,OPTCUR,CE,79.7,USDINR202391579.7CE,USDINR202391579.7CE,USDINR 15SEP23 79.7 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019733,OPTCUR,PE,79.7,USDINR202391579.7PE,USDINR202391579.7PE,USDINR 15SEP23 79.7 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019734,OPTCUR,CE,79.6,USDINR202391579.6CE,USDINR202391579.6CE,USDINR 15SEP23 79.6 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019735,OPTCUR,PE,79.6,USDINR202391579.6PE,USDINR202391579.6PE,USDINR 15SEP23 79.6 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122775,OPTCUR,CE,79.5,USDINR202391579.5CE,USDINR202391579.5CE,USDINR 15SEP23 79.5 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122764,OPTCUR,PE,79.5,USDINR202391579.5PE,USDINR202391579.5PE,USDINR 15SEP23 79.5 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019736,OPTCUR,CE,79.4,USDINR202391579.4CE,USDINR202391579.4CE,USDINR 15SEP23 79.4 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019737,OPTCUR,PE,79.4,USDINR202391579.4PE,USDINR202391579.4PE,USDINR 15SEP23 79.4 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019738,OPTCUR,CE,79.3,USDINR202391579.3CE,USDINR202391579.3CE,USDINR 15SEP23 79.3 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019739,OPTCUR,PE,79.3,USDINR202391579.3PE,USDINR202391579.3PE,USDINR 15SEP23 79.3 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019740,OPTCUR,CE,79.2,USDINR202391579.2CE,USDINR202391579.2CE,USDINR 15SEP23 79.2 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019741,OPTCUR,PE,79.2,USDINR202391579.2PE,USDINR202391579.2PE,USDINR 15SEP23 79.2 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019742,OPTCUR,CE,79.1,USDINR202391579.1CE,USDINR202391579.1CE,USDINR 15SEP23 79.1 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019743,OPTCUR,PE,79.1,USDINR202391579.1PE,USDINR202391579.1PE,USDINR 15SEP23 79.1 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122732,OPTCUR,CE,79,USDINR202391579.0CE,USDINR202391579.0CE,USDINR 15SEP23 79.0 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122720,OPTCUR,PE,79,USDINR202391579.0PE,USDINR202391579.0PE,USDINR 15SEP23 79.0 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123239,OPTCUR,CE,82,USDINR202391582.0CE,USDINR202391582.0CE,USDINR 15SEP23 82.0 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123224,OPTCUR,PE,82,USDINR202391582.0PE,USDINR202391582.0PE,USDINR 15SEP23 82.0 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019744,OPTCUR,CE,82.1,USDINR202391582.1CE,USDINR202391582.1CE,USDINR 15SEP23 82.1 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019745,OPTCUR,PE,82.1,USDINR202391582.1PE,USDINR202391582.1PE,USDINR 15SEP23 82.1 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019746,OPTCUR,CE,82.2,USDINR202391582.2CE,USDINR202391582.2CE,USDINR 15SEP23 82.2 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019747,OPTCUR,PE,82.2,USDINR202391582.2PE,USDINR202391582.2PE,USDINR 15SEP23 82.2 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019748,OPTCUR,CE,82.3,USDINR202391582.3CE,USDINR202391582.3CE,USDINR 15SEP23 82.3 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019749,OPTCUR,PE,82.3,USDINR202391582.3PE,USDINR202391582.3PE,USDINR 15SEP23 82.3 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019750,OPTCUR,CE,82.4,USDINR202391582.4CE,USDINR202391582.4CE,USDINR 15SEP23 82.4 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019751,OPTCUR,PE,82.4,USDINR202391582.4PE,USDINR202391582.4PE,USDINR 15SEP23 82.4 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123206,OPTCUR,CE,82.5,USDINR202391582.5CE,USDINR202391582.5CE,USDINR 15SEP23 82.5 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123194,OPTCUR,PE,82.5,USDINR202391582.5PE,USDINR202391582.5PE,USDINR 15SEP23 82.5 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019752,OPTCUR,CE,82.6,USDINR202391582.6CE,USDINR202391582.6CE,USDINR 15SEP23 82.6 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019753,OPTCUR,PE,82.6,USDINR202391582.6PE,USDINR202391582.6PE,USDINR 15SEP23 82.6 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019754,OPTCUR,CE,82.7,USDINR202391582.7CE,USDINR202391582.7CE,USDINR 15SEP23 82.7 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019755,OPTCUR,PE,82.7,USDINR202391582.7PE,USDINR202391582.7PE,USDINR 15SEP23 82.7 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019756,OPTCUR,CE,82.8,USDINR202391582.8CE,USDINR202391582.8CE,USDINR 15SEP23 82.8 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019757,OPTCUR,PE,82.8,USDINR202391582.8PE,USDINR202391582.8PE,USDINR 15SEP23 82.8 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019758,OPTCUR,CE,82.9,USDINR202391582.9CE,USDINR202391582.9CE,USDINR 15SEP23 82.9 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019759,OPTCUR,PE,82.9,USDINR202391582.9PE,USDINR202391582.9PE,USDINR 15SEP23 82.9 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122931,OPTCUR,CE,83,USDINR202391583.0CE,USDINR202391583.0CE,USDINR 15SEP23 83.0 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122915,OPTCUR,PE,83,USDINR202391583.0PE,USDINR202391583.0PE,USDINR 15SEP23 83.0 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019760,OPTCUR,CE,83.1,USDINR202391583.1CE,USDINR202391583.1CE,USDINR 15SEP23 83.1 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019761,OPTCUR,PE,83.1,USDINR202391583.1PE,USDINR202391583.1PE,USDINR 15SEP23 83.1 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019762,OPTCUR,CE,83.2,USDINR202391583.2CE,USDINR202391583.2CE,USDINR 15SEP23 83.2 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019763,OPTCUR,PE,83.2,USDINR202391583.2PE,USDINR202391583.2PE,USDINR 15SEP23 83.2 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019764,OPTCUR,CE,83.3,USDINR202391583.3CE,USDINR202391583.3CE,USDINR 15SEP23 83.3 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019765,OPTCUR,PE,83.3,USDINR202391583.3PE,USDINR202391583.3PE,USDINR 15SEP23 83.3 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019766,OPTCUR,CE,83.4,USDINR202391583.4CE,USDINR202391583.4CE,USDINR 15SEP23 83.4 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019767,OPTCUR,PE,83.4,USDINR202391583.4PE,USDINR202391583.4PE,USDINR 15SEP23 83.4 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122896,OPTCUR,CE,83.5,USDINR202391583.5CE,USDINR202391583.5CE,USDINR 15SEP23 83.5 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122883,OPTCUR,PE,83.5,USDINR202391583.5PE,USDINR202391583.5PE,USDINR 15SEP23 83.5 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019768,OPTCUR,CE,83.6,USDINR202391583.6CE,USDINR202391583.6CE,USDINR 15SEP23 83.6 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019769,OPTCUR,PE,83.6,USDINR202391583.6PE,USDINR202391583.6PE,USDINR 15SEP23 83.6 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019770,OPTCUR,CE,83.7,USDINR202391583.7CE,USDINR202391583.7CE,USDINR 15SEP23 83.7 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019771,OPTCUR,PE,83.7,USDINR202391583.7PE,USDINR202391583.7PE,USDINR 15SEP23 83.7 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019772,OPTCUR,CE,83.8,USDINR202391583.8CE,USDINR202391583.8CE,USDINR 15SEP23 83.8 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019773,OPTCUR,PE,83.8,USDINR202391583.8PE,USDINR202391583.8PE,USDINR 15SEP23 83.8 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019774,OPTCUR,CE,83.9,USDINR202391583.9CE,USDINR202391583.9CE,USDINR 15SEP23 83.9 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019775,OPTCUR,PE,83.9,USDINR202391583.9PE,USDINR202391583.9PE,USDINR 15SEP23 83.9 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123207,OPTCUR,CE,84,USDINR202391584.0CE,USDINR202391584.0CE,USDINR 15SEP23 84.0 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123195,OPTCUR,PE,84,USDINR202391584.0PE,USDINR202391584.0PE,USDINR 15SEP23 84.0 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019776,OPTCUR,CE,84.1,USDINR202391584.1CE,USDINR202391584.1CE,USDINR 15SEP23 84.1 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019777,OPTCUR,PE,84.1,USDINR202391584.1PE,USDINR202391584.1PE,USDINR 15SEP23 84.1 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019778,OPTCUR,CE,84.2,USDINR202391584.2CE,USDINR202391584.2CE,USDINR 15SEP23 84.2 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019779,OPTCUR,PE,84.2,USDINR202391584.2PE,USDINR202391584.2PE,USDINR 15SEP23 84.2 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019780,OPTCUR,CE,84.3,USDINR202391584.3CE,USDINR202391584.3CE,USDINR 15SEP23 84.3 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019781,OPTCUR,PE,84.3,USDINR202391584.3PE,USDINR202391584.3PE,USDINR 15SEP23 84.3 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019782,OPTCUR,CE,84.4,USDINR202391584.4CE,USDINR202391584.4CE,USDINR 15SEP23 84.4 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019783,OPTCUR,PE,84.4,USDINR202391584.4PE,USDINR202391584.4PE,USDINR 15SEP23 84.4 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123179,OPTCUR,CE,84.5,USDINR202391584.5CE,USDINR202391584.5CE,USDINR 15SEP23 84.5 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123165,OPTCUR,PE,84.5,USDINR202391584.5PE,USDINR202391584.5PE,USDINR 15SEP23 84.5 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019784,OPTCUR,CE,84.6,USDINR202391584.6CE,USDINR202391584.6CE,USDINR 15SEP23 84.6 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019785,OPTCUR,PE,84.6,USDINR202391584.6PE,USDINR202391584.6PE,USDINR 15SEP23 84.6 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019786,OPTCUR,CE,84.7,USDINR202391584.7CE,USDINR202391584.7CE,USDINR 15SEP23 84.7 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019787,OPTCUR,PE,84.7,USDINR202391584.7PE,USDINR202391584.7PE,USDINR 15SEP23 84.7 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019788,OPTCUR,CE,84.8,USDINR202391584.8CE,USDINR202391584.8CE,USDINR 15SEP23 84.8 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019789,OPTCUR,PE,84.8,USDINR202391584.8PE,USDINR202391584.8PE,USDINR 15SEP23 84.8 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019790,OPTCUR,CE,84.9,USDINR202391584.9CE,USDINR202391584.9CE,USDINR 15SEP23 84.9 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1019791,OPTCUR,PE,84.9,USDINR202391584.9PE,USDINR202391584.9PE,USDINR 15SEP23 84.9 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122898,OPTCUR,CE,85,USDINR202391585.0CE,USDINR202391585.0CE,USDINR 15SEP23 85.0 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122885,OPTCUR,PE,85,USDINR202391585.0PE,USDINR202391585.0PE,USDINR 15SEP23 85.0 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123269,OPTCUR,CE,81.75,USDINR202391581.75CE,USDINR202391581.75CE,USDINR 15SEP23 81.75 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123259,OPTCUR,PE,81.75,USDINR202391581.75PE,USDINR202391581.75PE,USDINR 15SEP23 81.75 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123291,OPTCUR,CE,81.25,USDINR202391581.25CE,USDINR202391581.25CE,USDINR 15SEP23 81.25 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123283,OPTCUR,PE,81.25,USDINR202391581.25PE,USDINR202391581.25PE,USDINR 15SEP23 81.25 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122991,OPTCUR,CE,80.75,USDINR202391580.75CE,USDINR202391580.75CE,USDINR 15SEP23 80.75 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122981,OPTCUR,PE,80.75,USDINR202391580.75PE,USDINR202391580.75PE,USDINR 15SEP23 80.75 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123015,OPTCUR,CE,80.25,USDINR202391580.25CE,USDINR202391580.25CE,USDINR 15SEP23 80.25 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123005,OPTCUR,PE,80.25,USDINR202391580.25PE,USDINR202391580.25PE,USDINR 15SEP23 80.25 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123099,OPTCUR,CE,79.75,USDINR202391579.75CE,USDINR202391579.75CE,USDINR 15SEP23 79.75 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123092,OPTCUR,PE,79.75,USDINR202391579.75PE,USDINR202391579.75PE,USDINR 15SEP23 79.75 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123121,OPTCUR,CE,79.25,USDINR202391579.25CE,USDINR202391579.25CE,USDINR 15SEP23 79.25 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123111,OPTCUR,PE,79.25,USDINR202391579.25PE,USDINR202391579.25PE,USDINR 15SEP23 79.25 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122992,OPTCUR,CE,82.25,USDINR202391582.25CE,USDINR202391582.25CE,USDINR 15SEP23 82.25 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122983,OPTCUR,PE,82.25,USDINR202391582.25PE,USDINR202391582.25PE,USDINR 15SEP23 82.25 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122969,OPTCUR,CE,82.75,USDINR202391582.75CE,USDINR202391582.75CE,USDINR 15SEP23 82.75 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122958,OPTCUR,PE,82.75,USDINR202391582.75PE,USDINR202391582.75PE,USDINR 15SEP23 82.75 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123270,OPTCUR,CE,83.25,USDINR202391583.25CE,USDINR202391583.25CE,USDINR 15SEP23 83.25 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123260,OPTCUR,PE,83.25,USDINR202391583.25PE,USDINR202391583.25PE,USDINR 15SEP23 83.25 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123247,OPTCUR,CE,83.75,USDINR202391583.75CE,USDINR202391583.75CE,USDINR 15SEP23 83.75 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123235,OPTCUR,PE,83.75,USDINR202391583.75PE,USDINR202391583.75PE,USDINR 15SEP23 83.75 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122970,OPTCUR,CE,84.25,USDINR202391584.25CE,USDINR202391584.25CE,USDINR 15SEP23 84.25 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122959,OPTCUR,PE,84.25,USDINR202391584.25PE,USDINR202391584.25PE,USDINR 15SEP23 84.25 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2123010,OPTCUR,CE,84.75,USDINR202391584.75CE,USDINR202391584.75CE,USDINR 15SEP23 84.75 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,2122999,OPTCUR,PE,84.75,USDINR202391584.75PE,USDINR202391584.75PE,USDINR 15SEP23 84.75 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1004148,OPTCUR,CE,81.9,USDINR202392681.9CE,USDINR202392681.9CE,USDINR 26SEP23 81.9 CE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004149,OPTCUR,PE,81.9,USDINR202392681.9PE,USDINR202392681.9PE,USDINR 26SEP23 81.9 PE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004150,OPTCUR,CE,81.8,USDINR202392681.8CE,USDINR202392681.8CE,USDINR 26SEP23 81.8 CE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004151,OPTCUR,PE,81.8,USDINR202392681.8PE,USDINR202392681.8PE,USDINR 26SEP23 81.8 PE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004152,OPTCUR,CE,81.7,USDINR202392681.7CE,USDINR202392681.7CE,USDINR 26SEP23 81.7 CE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004153,OPTCUR,PE,81.7,USDINR202392681.7PE,USDINR202392681.7PE,USDINR 26SEP23 81.7 PE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004154,OPTCUR,CE,81.6,USDINR202392681.6CE,USDINR202392681.6CE,USDINR 26SEP23 81.6 CE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004155,OPTCUR,PE,81.6,USDINR202392681.6PE,USDINR202392681.6PE,USDINR 26SEP23 81.6 PE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,2156074,OPTCUR,CE,81.5,USDINR202392681.5CE,USDINR202392681.5CE,USDINR 26SEP23 81.5 CE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,2156062,OPTCUR,PE,81.5,USDINR202392681.5PE,USDINR202392681.5PE,USDINR 26SEP23 81.5 PE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004156,OPTCUR,CE,81.4,USDINR202392681.4CE,USDINR202392681.4CE,USDINR 26SEP23 81.4 CE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004157,OPTCUR,PE,81.4,USDINR202392681.4PE,USDINR202392681.4PE,USDINR 26SEP23 81.4 PE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004158,OPTCUR,CE,81.3,USDINR202392681.3CE,USDINR202392681.3CE,USDINR 26SEP23 81.3 CE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004159,OPTCUR,PE,81.3,USDINR202392681.3PE,USDINR202392681.3PE,USDINR 26SEP23 81.3 PE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1004160,OPTCUR,CE,81.2,USDINR202392681.2CE,USDINR202392681.2CE,USDINR 26SEP23 81.2 CE,2023-09-26,1,0.0025
