id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,StPrice1,StPrice2,StPriceCombine
5583,CDS,cde_fo,USDINR,8770,OPTCUR,PE,77,USDINR07JULY2377PE,USDINR2370777PE,USDINR 07JUL23 77 PE,07-07-2023,1,0.0025,77,,77
5584,CDS,cde_fo,USDINR,8771,OPTCUR,CE,77.25,USDINR07JULY2377.25CE,USDINR2370777.25CE,USDINR 07JUL23 77.25 CE,07-07-2023,1,0.0025,77,25,77.25
5585,CDS,cde_fo,USDINR,8772,OPTCUR,PE,77.25,USDINR07JULY2377.25PE,USDINR2370777.25PE,USDINR 07JUL23 77.25 PE,07-07-2023,1,0.0025,77,25,77.25
5586,CDS,cde_fo,USDINR,8773,OPTCUR,CE,77.5,USDINR07JULY2377.5CE,USDINR2370777.5CE,USDINR 07JUL23 77.5 CE,07-07-2023,1,0.0025,77,5,77.5
5587,CDS,cde_fo,USDINR,8774,OPTCUR,PE,77.5,USDINR07JULY2377.5PE,USDINR2370777.5PE,USDINR 07JUL23 77.5 PE,07-07-2023,1,0.0025,77,5,77.5
5588,CDS,cde_fo,USDINR,8775,OPTCUR,CE,77.75,USDINR07JULY2377.75CE,USDINR2370777.75CE,USDINR 07JUL23 77.75 CE,07-07-2023,1,0.0025,77,75,77.75
5589,CDS,cde_fo,USDINR,8776,OPTCUR,PE,77.75,USDINR07JULY2377.75PE,USDINR2370777.75PE,USDINR 07JUL23 77.75 PE,07-07-2023,1,0.0025,77,75,77.75
5590,CDS,cde_fo,USDINR,8777,OPTCUR,CE,78,USDINR07JULY2378CE,USDINR2370778CE,USDINR 07JUL23 78 CE,07-07-2023,1,0.0025,78,,78
5591,CDS,cde_fo,USDINR,8778,OPTCUR,PE,78,USDINR07JULY2378PE,USDINR2370778PE,USDINR 07JUL23 78 PE,07-07-2023,1,0.0025,78,,78
5592,CDS,cde_fo,USDINR,8779,OPTCUR,CE,78.25,USDINR07JULY2378.25CE,USDINR2370778.25CE,USDINR 07JUL23 78.25 CE,07-07-2023,1,0.0025,78,25,78.25
5593,CDS,cde_fo,USDINR,8780,OPTCUR,PE,78.25,USDINR07JULY2378.25PE,USDINR2370778.25PE,USDINR 07JUL23 78.25 PE,07-07-2023,1,0.0025,78,25,78.25
5594,CDS,cde_fo,USDINR,8781,OPTCUR,CE,78.5,USDINR07JULY2378.5CE,USDINR2370778.5CE,USDINR 07JUL23 78.5 CE,07-07-2023,1,0.0025,78,5,78.5
5595,CDS,cde_fo,USDINR,8782,OPTCUR,PE,78.5,USDINR07JULY2378.5PE,USDINR2370778.5PE,USDINR 07JUL23 78.5 PE,07-07-2023,1,0.0025,78,5,78.5
5596,CDS,cde_fo,USDINR,8783,OPTCUR,CE,78.75,USDINR07JULY2378.75CE,USDINR2370778.75CE,USDINR 07JUL23 78.75 CE,07-07-2023,1,0.0025,78,75,78.75
5597,CDS,cde_fo,USDINR,8784,OPTCUR,PE,78.75,USDINR07JULY2378.75PE,USDINR2370778.75PE,USDINR 07JUL23 78.75 PE,07-07-2023,1,0.0025,78,75,78.75
5598,CDS,cde_fo,USDINR,8785,OPTCUR,CE,79,USDINR07JULY2379CE,USDINR2370779CE,USDINR 07JUL23 79 CE,07-07-2023,1,0.0025,79,,79
5599,CDS,cde_fo,USDINR,8786,OPTCUR,PE,79,USDINR07JULY2379PE,USDINR2370779PE,USDINR 07JUL23 79 PE,07-07-2023,1,0.0025,79,,79
5600,CDS,cde_fo,USDINR,8787,OPTCUR,CE,79.25,USDINR07JULY2379.25CE,USDINR2370779.25CE,USDINR 07JUL23 79.25 CE,07-07-2023,1,0.0025,79,25,79.25
5601,CDS,cde_fo,USDINR,8788,OPTCUR,PE,79.25,USDINR07JULY2379.25PE,USDINR2370779.25PE,USDINR 07JUL23 79.25 PE,07-07-2023,1,0.0025,79,25,79.25
5602,CDS,cde_fo,USDINR,8789,OPTCUR,CE,79.5,USDINR07JULY2379.5CE,USDINR2370779.5CE,USDINR 07JUL23 79.5 CE,07-07-2023,1,0.0025,79,5,79.5
5603,CDS,cde_fo,USDINR,8790,OPTCUR,PE,79.5,USDINR07JULY2379.5PE,USDINR2370779.5PE,USDINR 07JUL23 79.5 PE,07-07-2023,1,0.0025,79,5,79.5
5604,CDS,cde_fo,USDINR,8791,OPTCUR,CE,79.75,USDINR07JULY2379.75CE,USDINR2370779.75CE,USDINR 07JUL23 79.75 CE,07-07-2023,1,0.0025,79,75,79.75
5605,CDS,cde_fo,USDINR,8792,OPTCUR,PE,79.75,USDINR07JULY2379.75PE,USDINR2370779.75PE,USDINR 07JUL23 79.75 PE,07-07-2023,1,0.0025,79,75,79.75
5606,CDS,cde_fo,USDINR,8793,OPTCUR,CE,80,USDINR07JULY2380CE,USDINR2370780CE,USDINR 07JUL23 80 CE,07-07-2023,1,0.0025,80,,80
5607,CDS,cde_fo,USDINR,8794,OPTCUR,PE,80,USDINR07JULY2380PE,USDINR2370780PE,USDINR 07JUL23 80 PE,07-07-2023,1,0.0025,80,,80
5608,CDS,cde_fo,USDINR,8795,OPTCUR,CE,80.25,USDINR07JULY2380.25CE,USDINR2370780.25CE,USDINR 07JUL23 80.25 CE,07-07-2023,1,0.0025,80,25,80.25
5609,CDS,cde_fo,USDINR,8796,OPTCUR,PE,80.25,USDINR07JULY2380.25PE,USDINR2370780.25PE,USDINR 07JUL23 80.25 PE,07-07-2023,1,0.0025,80,25,80.25
5610,CDS,cde_fo,USDINR,8797,OPTCUR,CE,80.5,USDINR07JULY2380.5CE,USDINR2370780.5CE,USDINR 07JUL23 80.5 CE,07-07-2023,1,0.0025,80,5,80.5
5611,CDS,cde_fo,USDINR,8798,OPTCUR,PE,80.5,USDINR07JULY2380.5PE,USDINR2370780.5PE,USDINR 07JUL23 80.5 PE,07-07-2023,1,0.0025,80,5,80.5
5612,CDS,cde_fo,USDINR,8799,OPTCUR,CE,80.75,USDINR07JULY2380.75CE,USDINR2370780.75CE,USDINR 07JUL23 80.75 CE,07-07-2023,1,0.0025,80,75,80.75
5613,CDS,cde_fo,USDINR,8800,OPTCUR,PE,80.75,USDINR07JULY2380.75PE,USDINR2370780.75PE,USDINR 07JUL23 80.75 PE,07-07-2023,1,0.0025,80,75,80.75
5614,CDS,cde_fo,USDINR,8801,OPTCUR,CE,81,USDINR07JULY2381CE,USDINR2370781CE,USDINR 07JUL23 81 CE,07-07-2023,1,0.0025,81,,81
5615,CDS,cde_fo,USDINR,8802,OPTCUR,PE,81,USDINR07JULY2381PE,USDINR2370781PE,USDINR 07JUL23 81 PE,07-07-2023,1,0.0025,81,,81
5616,CDS,cde_fo,USDINR,8803,OPTCUR,CE,77,USDINR21JULY2377CE,USDINR2372177CE,USDINR 21JUL23 77 CE,21-07-2023,1,0.0025,77,,77
5617,CDS,cde_fo,EURUSD,8804,OPTCUR,CE,1.105,EURUSD29AUGUST231.105CE,EURUSD23AUG1.105CE,EURUSD 29AUG23 1.105 CE,29-08-2023,1,0.0001,1,105,1.105
5618,CDS,cde_fo,EURUSD,8805,OPTCUR,PE,1.105,EURUSD29AUGUST231.105PE,EURUSD23AUG1.105PE,EURUSD 29AUG23 1.105 PE,29-08-2023,1,0.0001,1,105,1.105
5619,CDS,cde_fo,GBPINR,8806,OPTCUR,PE,105,GBPINR25AUGUST23105PE,GBPINR23825105PE,GBPINR 25AUG23 105 PE,25-08-2023,1,0.0025,105,,105
5620,CDS,cde_fo,GBPINR,8807,OPTCUR,CE,105.25,GBPINR25AUGUST23105.25CE,GBPINR23825105.25CE,GBPINR 25AUG23 105.25 CE,25-08-2023,1,0.0025,105,25,105.25
5621,CDS,cde_fo,GBPINR,8808,OPTCUR,PE,105.25,GBPINR25AUGUST23105.25PE,GBPINR23825105.25PE,GBPINR 25AUG23 105.25 PE,25-08-2023,1,0.0025,105,25,105.25
5622,CDS,cde_fo,GBPINR,8809,OPTCUR,CE,105.5,GBPINR25AUGUST23105.5CE,GBPINR23825105.5CE,GBPINR 25AUG23 105.5 CE,25-08-2023,1,0.0025,105,5,105.5
5623,CDS,cde_fo,GBPINR,8810,OPTCUR,PE,105.5,GBPINR25AUGUST23105.5PE,GBPINR23825105.5PE,GBPINR 25AUG23 105.5 PE,25-08-2023,1,0.0025,105,5,105.5
5624,CDS,cde_fo,GBPINR,8811,OPTCUR,CE,105.75,GBPINR25AUGUST23105.75CE,GBPINR23825105.75CE,GBPINR 25AUG23 105.75 CE,25-08-2023,1,0.0025,105,75,105.75
5625,CDS,cde_fo,GBPINR,8812,OPTCUR,PE,105.75,GBPINR25AUGUST23105.75PE,GBPINR23825105.75PE,GBPINR 25AUG23 105.75 PE,25-08-2023,1,0.0025,105,75,105.75
5626,CDS,cde_fo,USDINR,8813,OPTCUR,CE,81.25,USDINR07JULY2381.25CE,USDINR2370781.25CE,USDINR 07JUL23 81.25 CE,07-07-2023,1,0.0025,81,25,81.25
5627,CDS,cde_fo,USDINR,8814,OPTCUR,PE,81.25,USDINR07JULY2381.25PE,USDINR2370781.25PE,USDINR 07JUL23 81.25 PE,07-07-2023,1,0.0025,81,25,81.25
5628,CDS,cde_fo,EURUSD,8815,OPTCUR,CE,1.11,EURUSD29AUGUST231.11CE,EURUSD23AUG1.11CE,EURUSD 29AUG23 1.11 CE,29-08-2023,1,0.0001,1,11,1.11
5629,CDS,cde_fo,EURUSD,8816,OPTCUR,PE,1.11,EURUSD29AUGUST231.11PE,EURUSD23AUG1.11PE,EURUSD 29AUG23 1.11 PE,29-08-2023,1,0.0001,1,11,1.11
5630,CDS,cde_fo,USDINR,8817,OPTCUR,CE,81.5,USDINR07JULY2381.5CE,USDINR2370781.5CE,USDINR 07JUL23 81.5 CE,07-07-2023,1,0.0025,81,5,81.5
5631,CDS,cde_fo,USDINR,8818,OPTCUR,PE,81.5,USDINR07JULY2381.5PE,USDINR2370781.5PE,USDINR 07JUL23 81.5 PE,07-07-2023,1,0.0025,81,5,81.5
5632,CDS,cde_fo,USDINR,8819,OPTCUR,CE,81.75,USDINR07JULY2381.75CE,USDINR2370781.75CE,USDINR 07JUL23 81.75 CE,07-07-2023,1,0.0025,81,75,81.75
5633,CDS,cde_fo,USDINR,8820,OPTCUR,PE,81.75,USDINR07JULY2381.75PE,USDINR2370781.75PE,USDINR 07JUL23 81.75 PE,07-07-2023,1,0.0025,81,75,81.75
5634,CDS,cde_fo,USDINR,8821,OPTCUR,CE,82,USDINR07JULY2382CE,USDINR2370782CE,USDINR 07JUL23 82 CE,07-07-2023,1,0.0025,82,,82
5635,CDS,cde_fo,USDINR,8822,OPTCUR,PE,82,USDINR07JULY2382PE,USDINR2370782PE,USDINR 07JUL23 82 PE,07-07-2023,1,0.0025,82,,82
5636,CDS,cde_fo,USDINR,8823,OPTCUR,CE,82.25,USDINR07JULY2382.25CE,USDINR2370782.25CE,USDINR 07JUL23 82.25 CE,07-07-2023,1,0.0025,82,25,82.25
5637,CDS,cde_fo,USDINR,8824,OPTCUR,PE,82.25,USDINR07JULY2382.25PE,USDINR2370782.25PE,USDINR 07JUL23 82.25 PE,07-07-2023,1,0.0025,82,25,82.25
5638,CDS,cde_fo,EURUSD,8825,OPTCUR,CE,1.115,EURUSD29AUGUST231.115CE,EURUSD23AUG1.115CE,EURUSD 29AUG23 1.115 CE,29-08-2023,1,0.0001,1,115,1.115
5639,CDS,cde_fo,GBPINR,8826,OPTCUR,CE,106,GBPINR25AUGUST23106CE,GBPINR23825106CE,GBPINR 25AUG23 106 CE,25-08-2023,1,0.0025,106,,106
5640,CDS,cde_fo,GBPINR,8827,OPTCUR,PE,106,GBPINR25AUGUST23106PE,GBPINR23825106PE,GBPINR 25AUG23 106 PE,25-08-2023,1,0.0025,106,,106
5641,CDS,cde_fo,GBPINR,8828,OPTCUR,CE,106.25,GBPINR25AUGUST23106.25CE,GBPINR23825106.25CE,GBPINR 25AUG23 106.25 CE,25-08-2023,1,0.0025,106,25,106.25
5642,CDS,cde_fo,USDINR,8829,OPTCUR,CE,82.5,USDINR07JULY2382.5CE,USDINR2370782.5CE,USDINR 07JUL23 82.5 CE,07-07-2023,1,0.0025,82,5,82.5
5643,CDS,cde_fo,USDINR,8830,OPTCUR,PE,82.5,USDINR07JULY2382.5PE,USDINR2370782.5PE,USDINR 07JUL23 82.5 PE,07-07-2023,1,0.0025,82,5,82.5
5644,CDS,cde_fo,GBPINR,8831,OPTCUR,PE,106.25,GBPINR25AUGUST23106.25PE,GBPINR23825106.25PE,GBPINR 25AUG23 106.25 PE,25-08-2023,1,0.0025,106,25,106.25
5645,CDS,cde_fo,GBPINR,8832,OPTCUR,CE,106.5,GBPINR25AUGUST23106.5CE,GBPINR23825106.5CE,GBPINR 25AUG23 106.5 CE,25-08-2023,1,0.0025,106,5,106.5
5646,CDS,cde_fo,GBPINR,8833,OPTCUR,PE,106.5,GBPINR25AUGUST23106.5PE,GBPINR23825106.5PE,GBPINR 25AUG23 106.5 PE,25-08-2023,1,0.0025,106,5,106.5
5647,CDS,cde_fo,GBPINR,8834,OPTCUR,CE,106.75,GBPINR25AUGUST23106.75CE,GBPINR23825106.75CE,GBPINR 25AUG23 106.75 CE,25-08-2023,1,0.0025,106,75,106.75
5648,CDS,cde_fo,JPYINR,8835,OPTCUR,PE,58,JPYINR27MARCH2458PE,JPYINR24MAR58PE,JPYINR 27MAR24 58 PE,27-03-2024,1,0.0025,58,,58
5649,CDS,cde_fo,JPYINR,8836,OPTCUR,CE,58.25,JPYINR27MARCH2458.25CE,JPYINR24MAR58.25CE,JPYINR 27MAR24 58.25 CE,27-03-2024,1,0.0025,58,25,58.25
5650,CDS,cde_fo,USDINR,8839,OPTCUR,CE,75.75,USDINR27MARCH2475.75CE,USDINR24MAR75.75CE,USDINR 27MAR24 75.75 CE,27-03-2024,1,0.0025,75,75,75.75
5651,CDS,cde_fo,USDINR,8840,OPTCUR,PE,75.75,USDINR27MARCH2475.75PE,USDINR24MAR75.75PE,USDINR 27MAR24 75.75 PE,27-03-2024,1,0.0025,75,75,75.75
5652,CDS,cde_fo,USDINR,8841,OPTCUR,CE,82.75,USDINR07JULY2382.75CE,USDINR2370782.75CE,USDINR 07JUL23 82.75 CE,07-07-2023,1,0.0025,82,75,82.75
5653,CDS,cde_fo,USDINR,8842,OPTCUR,PE,82.75,USDINR07JULY2382.75PE,USDINR2370782.75PE,USDINR 07JUL23 82.75 PE,07-07-2023,1,0.0025,82,75,82.75
5654,CDS,cde_fo,USDINR,8843,OPTCUR,CE,83,USDINR07JULY2383CE,USDINR2370783CE,USDINR 07JUL23 83 CE,07-07-2023,1,0.0025,83,,83
5655,CDS,cde_fo,USDINR,8844,OPTCUR,PE,83,USDINR07JULY2383PE,USDINR2370783PE,USDINR 07JUL23 83 PE,07-07-2023,1,0.0025,83,,83
5656,CDS,cde_fo,USDINR,8845,OPTCUR,CE,83.25,USDINR07JULY2383.25CE,USDINR2370783.25CE,USDINR 07JUL23 83.25 CE,07-07-2023,1,0.0025,83,25,83.25
5657,CDS,cde_fo,USDINR,8846,OPTCUR,PE,83.25,USDINR07JULY2383.25PE,USDINR2370783.25PE,USDINR 07JUL23 83.25 PE,07-07-2023,1,0.0025,83,25,83.25
5658,CDS,cde_fo,USDINR,8847,OPTCUR,CE,83.5,USDINR07JULY2383.5CE,USDINR2370783.5CE,USDINR 07JUL23 83.5 CE,07-07-2023,1,0.0025,83,5,83.5
5659,CDS,cde_fo,USDINR,8848,OPTCUR,PE,83.5,USDINR07JULY2383.5PE,USDINR2370783.5PE,USDINR 07JUL23 83.5 PE,07-07-2023,1,0.0025,83,5,83.5
5660,CDS,cde_fo,USDINR,8849,OPTCUR,CE,83.75,USDINR07JULY2383.75CE,USDINR2370783.75CE,USDINR 07JUL23 83.75 CE,07-07-2023,1,0.0025,83,75,83.75
5661,CDS,cde_fo,USDINR,8850,OPTCUR,PE,83.75,USDINR07JULY2383.75PE,USDINR2370783.75PE,USDINR 07JUL23 83.75 PE,07-07-2023,1,0.0025,83,75,83.75
5662,CDS,cde_fo,USDINR,8851,OPTCUR,CE,84,USDINR07JULY2384CE,USDINR2370784CE,USDINR 07JUL23 84 CE,07-07-2023,1,0.0025,84,,84
5663,CDS,cde_fo,USDINR,8852,OPTCUR,PE,84,USDINR07JULY2384PE,USDINR2370784PE,USDINR 07JUL23 84 PE,07-07-2023,1,0.0025,84,,84
5664,CDS,cde_fo,USDINR,8853,OPTCUR,CE,84.25,USDINR07JULY2384.25CE,USDINR2370784.25CE,USDINR 07JUL23 84.25 CE,07-07-2023,1,0.0025,84,25,84.25
5665,CDS,cde_fo,USDINR,8854,OPTCUR,PE,84.25,USDINR07JULY2384.25PE,USDINR2370784.25PE,USDINR 07JUL23 84.25 PE,07-07-2023,1,0.0025,84,25,84.25
5666,CDS,cde_fo,USDINR,8855,OPTCUR,CE,84.5,USDINR07JULY2384.5CE,USDINR2370784.5CE,USDINR 07JUL23 84.5 CE,07-07-2023,1,0.0025,84,5,84.5
5667,CDS,cde_fo,USDINR,8856,OPTCUR,PE,84.5,USDINR07JULY2384.5PE,USDINR2370784.5PE,USDINR 07JUL23 84.5 PE,07-07-2023,1,0.0025,84,5,84.5
5668,CDS,cde_fo,USDINR,8857,OPTCUR,CE,84.75,USDINR07JULY2384.75CE,USDINR2370784.75CE,USDINR 07JUL23 84.75 CE,07-07-2023,1,0.0025,84,75,84.75
5669,CDS,cde_fo,USDINR,8858,OPTCUR,PE,84.75,USDINR07JULY2384.75PE,USDINR2370784.75PE,USDINR 07JUL23 84.75 PE,07-07-2023,1,0.0025,84,75,84.75
5670,CDS,cde_fo,EURUSD,8859,OPTCUR,PE,1.115,EURUSD29AUGUST231.115PE,EURUSD23AUG1.115PE,EURUSD 29AUG23 1.115 PE,29-08-2023,1,0.0001,1,115,1.115
5671,CDS,cde_fo,GBPINR,8861,OPTCUR,PE,105.75,GBPINR11AUGUST23105.75PE,GBPINR23811105.75PE,GBPINR 11AUG23 105.75 PE,11-08-2023,1,0.0025,105,75,105.75
5672,CDS,cde_fo,GBPINR,8862,OPTCUR,CE,106,GBPINR11AUGUST23106CE,GBPINR23811106CE,GBPINR 11AUG23 106 CE,11-08-2023,1,0.0025,106,,106
5673,CDS,cde_fo,USDINR,8863,OPTCUR,CE,85,USDINR07JULY2385CE,USDINR2370785CE,USDINR 07JUL23 85 CE,07-07-2023,1,0.0025,85,,85
5674,CDS,cde_fo,USDINR,8864,OPTCUR,PE,85,USDINR07JULY2385PE,USDINR2370785PE,USDINR 07JUL23 85 PE,07-07-2023,1,0.0025,85,,85
5675,CDS,cde_fo,USDINR,8865,OPTCUR,CE,85.25,USDINR07JULY2385.25CE,USDINR2370785.25CE,USDINR 07JUL23 85.25 CE,07-07-2023,1,0.0025,85,25,85.25
5676,CDS,cde_fo,USDINR,8866,OPTCUR,PE,85.25,USDINR07JULY2385.25PE,USDINR2370785.25PE,USDINR 07JUL23 85.25 PE,07-07-2023,1,0.0025,85,25,85.25
5677,CDS,cde_fo,USDINR,8867,OPTCUR,CE,85.5,USDINR07JULY2385.5CE,USDINR2370785.5CE,USDINR 07JUL23 85.5 CE,07-07-2023,1,0.0025,85,5,85.5
5678,CDS,cde_fo,USDINR,8868,OPTCUR,PE,85.5,USDINR07JULY2385.5PE,USDINR2370785.5PE,USDINR 07JUL23 85.5 PE,07-07-2023,1,0.0025,85,5,85.5
5679,CDS,cde_fo,USDINR,8869,OPTCUR,CE,85.75,USDINR07JULY2385.75CE,USDINR2370785.75CE,USDINR 07JUL23 85.75 CE,07-07-2023,1,0.0025,85,75,85.75
5680,CDS,cde_fo,USDINR,8870,OPTCUR,PE,85.75,USDINR07JULY2385.75PE,USDINR2370785.75PE,USDINR 07JUL23 85.75 PE,07-07-2023,1,0.0025,85,75,85.75
5681,CDS,cde_fo,USDINR,8871,OPTCUR,CE,86,USDINR07JULY2386CE,USDINR2370786CE,USDINR 07JUL23 86 CE,07-07-2023,1,0.0025,86,,86
5682,CDS,cde_fo,USDINR,8872,OPTCUR,PE,86,USDINR07JULY2386PE,USDINR2370786PE,USDINR 07JUL23 86 PE,07-07-2023,1,0.0025,86,,86
5683,CDS,cde_fo,USDINR,8873,OPTCUR,CE,86.25,USDINR07JULY2386.25CE,USDINR2370786.25CE,USDINR 07JUL23 86.25 CE,07-07-2023,1,0.0025,86,25,86.25
5684,CDS,cde_fo,USDINR,8874,OPTCUR,PE,86.25,USDINR07JULY2386.25PE,USDINR2370786.25PE,USDINR 07JUL23 86.25 PE,07-07-2023,1,0.0025,86,25,86.25
5685,CDS,cde_fo,USDINR,8875,OPTCUR,CE,86.5,USDINR07JULY2386.5CE,USDINR2370786.5CE,USDINR 07JUL23 86.5 CE,07-07-2023,1,0.0025,86,5,86.5
5686,CDS,cde_fo,USDINR,8876,OPTCUR,PE,86.5,USDINR07JULY2386.5PE,USDINR2370786.5PE,USDINR 07JUL23 86.5 PE,07-07-2023,1,0.0025,86,5,86.5
5687,CDS,cde_fo,USDINR,8877,OPTCUR,CE,86.75,USDINR07JULY2386.75CE,USDINR2370786.75CE,USDINR 07JUL23 86.75 CE,07-07-2023,1,0.0025,86,75,86.75
5688,CDS,cde_fo,USDINR,8878,OPTCUR,PE,86.75,USDINR07JULY2386.75PE,USDINR2370786.75PE,USDINR 07JUL23 86.75 PE,07-07-2023,1,0.0025,86,75,86.75
5689,CDS,cde_fo,USDINR,8879,OPTCUR,CE,87,USDINR07JULY2387CE,USDINR2370787CE,USDINR 07JUL23 87 CE,07-07-2023,1,0.0025,87,,87
5690,CDS,cde_fo,USDINR,8880,OPTCUR,PE,87,USDINR07JULY2387PE,USDINR2370787PE,USDINR 07JUL23 87 PE,07-07-2023,1,0.0025,87,,87
5691,CDS,cde_fo,USDINR,8881,OPTCUR,CE,87.25,USDINR07JULY2387.25CE,USDINR2370787.25CE,USDINR 07JUL23 87.25 CE,07-07-2023,1,0.0025,87,25,87.25
5692,CDS,cde_fo,USDINR,8882,OPTCUR,PE,87.25,USDINR07JULY2387.25PE,USDINR2370787.25PE,USDINR 07JUL23 87.25 PE,07-07-2023,1,0.0025,87,25,87.25
5693,CDS,cde_fo,USDINR,8883,OPTCUR,CE,87.5,USDINR07JULY2387.5CE,USDINR2370787.5CE,USDINR 07JUL23 87.5 CE,07-07-2023,1,0.0025,87,5,87.5
5694,CDS,cde_fo,USDINR,8885,OPTCUR,PE,87.5,USDINR07JULY2387.5PE,USDINR2370787.5PE,USDINR 07JUL23 87.5 PE,07-07-2023,1,0.0025,87,5,87.5
5695,CDS,cde_fo,USDINR,8886,OPTCUR,CE,87.75,USDINR07JULY2387.75CE,USDINR2370787.75CE,USDINR 07JUL23 87.75 CE,07-07-2023,1,0.0025,87,75,87.75
5696,CDS,cde_fo,USDINR,8887,OPTCUR,PE,87.75,USDINR07JULY2387.75PE,USDINR2370787.75PE,USDINR 07JUL23 87.75 PE,07-07-2023,1,0.0025,87,75,87.75
5697,CDS,cde_fo,USDINR,8890,OPTCUR,CE,88,USDINR07JULY2388CE,USDINR2370788CE,USDINR 07JUL23 88 CE,07-07-2023,1,0.0025,88,,88
5698,CDS,cde_fo,USDINR,8891,OPTCUR,PE,88,USDINR07JULY2388PE,USDINR2370788PE,USDINR 07JUL23 88 PE,07-07-2023,1,0.0025,88,,88
5699,CDS,cde_fo,USDINR,8892,OPTCUR,CE,88.25,USDINR07JULY2388.25CE,USDINR2370788.25CE,USDINR 07JUL23 88.25 CE,07-07-2023,1,0.0025,88,25,88.25
5700,CDS,cde_fo,USDINR,8893,OPTCUR,PE,88.25,USDINR07JULY2388.25PE,USDINR2370788.25PE,USDINR 07JUL23 88.25 PE,07-07-2023,1,0.0025,88,25,88.25
5701,CDS,cde_fo,EURINR,8896,OPTCUR,CE,84,EURINR07JULY2384CE,EURINR2370784CE,EURINR 07JUL23 84 CE,07-07-2023,1,0.0025,84,,84
5702,CDS,cde_fo,EURINR,8897,OPTCUR,PE,84,EURINR07JULY2384PE,EURINR2370784PE,EURINR 07JUL23 84 PE,07-07-2023,1,0.0025,84,,84
5703,CDS,cde_fo,GBPINR,8898,OPTCUR,CE,95.75,GBPINR07JULY2395.75CE,GBPINR2370795.75CE,GBPINR 07JUL23 95.75 CE,07-07-2023,1,0.0025,95,75,95.75
5704,CDS,cde_fo,GBPINR,8899,OPTCUR,PE,95.75,GBPINR07JULY2395.75PE,GBPINR2370795.75PE,GBPINR 07JUL23 95.75 PE,07-07-2023,1,0.0025,95,75,95.75
5705,CDS,cde_fo,GBPINR,8900,OPTCUR,CE,96,GBPINR07JULY2396CE,GBPINR2370796CE,GBPINR 07JUL23 96 CE,07-07-2023,1,0.0025,96,,96
5706,CDS,cde_fo,GBPINR,8901,OPTCUR,PE,96,GBPINR07JULY2396PE,GBPINR2370796PE,GBPINR 07JUL23 96 PE,07-07-2023,1,0.0025,96,,96
5707,CDS,cde_fo,JPYINR,8902,OPTCUR,CE,67.25,JPYINR07JULY2367.25CE,JPYINR2370767.25CE,JPYINR 07JUL23 67.25 CE,07-07-2023,1,0.0025,67,25,67.25
5708,CDS,cde_fo,JPYINR,8903,OPTCUR,PE,67.25,JPYINR07JULY2367.25PE,JPYINR2370767.25PE,JPYINR 07JUL23 67.25 PE,07-07-2023,1,0.0025,67,25,67.25
5709,CDS,cde_fo,USDINR,8904,OPTCUR,CE,76,USDINR07JULY2376CE,USDINR2370776CE,USDINR 07JUL23 76 CE,07-07-2023,1,0.0025,76,,76
5710,CDS,cde_fo,USDINR,8905,OPTCUR,PE,76,USDINR07JULY2376PE,USDINR2370776PE,USDINR 07JUL23 76 PE,07-07-2023,1,0.0025,76,,76
5711,CDS,cde_fo,USDINR,8906,OPTCUR,PE,77,USDINR21JULY2377PE,USDINR2372177PE,USDINR 21JUL23 77 PE,21-07-2023,1,0.0025,77,,77
5712,CDS,cde_fo,USDINR,8907,OPTCUR,CE,77.25,USDINR21JULY2377.25CE,USDINR2372177.25CE,USDINR 21JUL23 77.25 CE,21-07-2023,1,0.0025,77,25,77.25
5713,CDS,cde_fo,EURUSD,8908,OPTCUR,CE,1.12,EURUSD29AUGUST231.12CE,EURUSD23AUG1.12CE,EURUSD 29AUG23 1.12 CE,29-08-2023,1,0.0001,1,12,1.12
5714,CDS,cde_fo,EURUSD,8909,OPTCUR,PE,1.12,EURUSD29AUGUST231.12PE,EURUSD23AUG1.12PE,EURUSD 29AUG23 1.12 PE,29-08-2023,1,0.0001,1,12,1.12
5715,CDS,cde_fo,USDINR,8910,OPTCUR,PE,77.25,USDINR21JULY2377.25PE,USDINR2372177.25PE,USDINR 21JUL23 77.25 PE,21-07-2023,1,0.0025,77,25,77.25
5716,CDS,cde_fo,USDINR,8911,OPTCUR,CE,77.5,USDINR21JULY2377.5CE,USDINR2372177.5CE,USDINR 21JUL23 77.5 CE,21-07-2023,1,0.0025,77,5,77.5
5717,CDS,cde_fo,EURUSD,8912,OPTCUR,CE,1.125,EURUSD29AUGUST231.125CE,EURUSD23AUG1.125CE,EURUSD 29AUG23 1.125 CE,29-08-2023,1,0.0001,1,125,1.125
5718,CDS,cde_fo,EURUSD,8913,OPTCUR,PE,1.125,EURUSD29AUGUST231.125PE,EURUSD23AUG1.125PE,EURUSD 29AUG23 1.125 PE,29-08-2023,1,0.0001,1,125,1.125
5719,CDS,cde_fo,USDINR,8918,OPTCUR,PE,77.5,USDINR21JULY2377.5PE,USDINR2372177.5PE,USDINR 21JUL23 77.5 PE,21-07-2023,1,0.0025,77,5,77.5
5720,CDS,cde_fo,USDINR,8919,OPTCUR,CE,77.75,USDINR21JULY2377.75CE,USDINR2372177.75CE,USDINR 21JUL23 77.75 CE,21-07-2023,1,0.0025,77,75,77.75
