id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,StPrice1,StPrice2,StPriceCombine
978,CDS,cde_fo,USDINR,2086,OPTCUR,CE,88.5,USDINR26SEPTEMBER2388.5CE,USDINR23SEP88.5CE,USDINR 26SEP23 88.5 CE,26-09-2023,1,0.0025,88,5,88.5
979,CDS,cde_fo,USDINR,2087,OPTCUR,PE,88.5,USDINR26SEPTEMBER2388.5PE,USDINR23SEP88.5PE,USDINR 26SEP23 88.5 PE,26-09-2023,1,0.0025,88,5,88.5
980,CDS,cde_fo,USDJPY,2088,OPTCUR,PE,116,USDJPY27DECEMBER23116PE,USDJPY23DEC116PE,USDJPY 27DEC23 116 PE,27-12-2023,1,0.01,116,,116
981,CDS,cde_fo,JPYINR,2089,FUTCUR,XX,-1,JPYINR23JULFUT,JPYINR23707FUT,JPYINR 07JUL23 FUT,07-07-2023,1,0.0025,,,
982,CDS,cde_fo,JPYINR,2090,OPTCUR,PE,52.75,JPYINR27MARCH2452.75PE,JPYINR24MAR52.75PE,JPYINR 27MAR24 52.75 PE,27-03-2024,1,0.0025,52,75,52.75
983,CDS,cde_fo,USDJPY,2091,OPTCUR,CE,154,USDJPY27DECEMBER23154CE,USDJPY23DEC154CE,USDJPY 27DEC23 154 CE,27-12-2023,1,0.01,154,,154
984,CDS,cde_fo,GBPINR,2092,OPTCUR,PE,102.5,GBPINR15SEPTEMBER23102.5PE,GBPINR23915102.5PE,GBPINR 15SEP23 102.5 PE,15-09-2023,1,0.0025,102,5,102.5
985,CDS,cde_fo,GBPINR,2093,OPTCUR,CE,102.75,GBPINR15SEPTEMBER23102.75CE,GBPINR23915102.75CE,GBPINR 15SEP23 102.75 CE,15-09-2023,1,0.0025,102,75,102.75
986,CDS,cde_fo,GBPINR,2094,OPTCUR,PE,102.75,GBPINR15SEPTEMBER23102.75PE,GBPINR23915102.75PE,GBPINR 15SEP23 102.75 PE,15-09-2023,1,0.0025,102,75,102.75
987,CDS,cde_fo,GBPINR,2095,OPTCUR,CE,103,GBPINR15SEPTEMBER23103CE,GBPINR23915103CE,GBPINR 15SEP23 103 CE,15-09-2023,1,0.0025,103,,103
988,CDS,cde_fo,USDINR,2096,FUTCUR,XX,-1,USDINR23JULFUT,USDINR23707FUT,USDINR 07JUL23 FUT,07-07-2023,1,0.0025,,,
989,CDS,cde_fo,EURINR,2097,OPTCUR,CE,83,EURINR18AUGUST2383CE,EURINR2381883CE,EURINR 18AUG23 83 CE,18-08-2023,1,0.0025,83,,83
990,CDS,cde_fo,GBPINR,2098,OPTCUR,PE,103,GBPINR15SEPTEMBER23103PE,GBPINR23915103PE,GBPINR 15SEP23 103 PE,15-09-2023,1,0.0025,103,,103
991,CDS,cde_fo,GBPUSD,2099,OPTCUR,CE,1.345,GBPUSD27DECEMBER231.345CE,GBPUSD23DEC1.345CE,GBPUSD 27DEC23 1.345 CE,27-12-2023,1,0.0001,1,345,1.345
992,CDS,cde_fo,JPYINR,2100,FUTCUR,XX,-1,JPYINR23AUGFUT,JPYINR23811FUT,JPYINR 11AUG23 FUT,11-08-2023,1,0.0025,,,
993,CDS,cde_fo,EURINR,2101,OPTCUR,PE,94,EURINR27MARCH2494PE,EURINR24MAR94PE,EURINR 27MAR24 94 PE,27-03-2024,1,0.0025,94,,94
994,CDS,cde_fo,EURINR,2102,OPTCUR,CE,94.25,EURINR27MARCH2494.25CE,EURINR24MAR94.25CE,EURINR 27MAR24 94.25 CE,27-03-2024,1,0.0025,94,25,94.25
995,CDS,cde_fo,EURINR,2103,OPTCUR,PE,94.25,EURINR27MARCH2494.25PE,EURINR24MAR94.25PE,EURINR 27MAR24 94.25 PE,27-03-2024,1,0.0025,94,25,94.25
996,CDS,cde_fo,EURINR,2104,OPTCUR,CE,94.5,EURINR27MARCH2494.5CE,EURINR24MAR94.5CE,EURINR 27MAR24 94.5 CE,27-03-2024,1,0.0025,94,5,94.5
997,CDS,cde_fo,EURINR,2105,OPTCUR,PE,94.5,EURINR27MARCH2494.5PE,EURINR24MAR94.5PE,EURINR 27MAR24 94.5 PE,27-03-2024,1,0.0025,94,5,94.5
998,CDS,cde_fo,GBPUSD,2106,OPTCUR,CE,1.115,GBPUSD29AUGUST231.115CE,GBPUSD23AUG1.115CE,GBPUSD 29AUG23 1.115 CE,29-08-2023,1,0.0001,1,115,1.115
999,CDS,cde_fo,GBPUSD,2107,OPTCUR,PE,1.115,GBPUSD29AUGUST231.115PE,GBPUSD23AUG1.115PE,GBPUSD 29AUG23 1.115 PE,29-08-2023,1,0.0001,1,115,1.115
1000,CDS,cde_fo,GBPINR,2108,OPTCUR,CE,103.25,GBPINR15SEPTEMBER23103.25CE,GBPINR23915103.25CE,GBPINR 15SEP23 103.25 CE,15-09-2023,1,0.0025,103,25,103.25
1001,CDS,cde_fo,EURINR,2109,OPTCUR,CE,94.75,EURINR27MARCH2494.75CE,EURINR24MAR94.75CE,EURINR 27MAR24 94.75 CE,27-03-2024,1,0.0025,94,75,94.75
1002,CDS,cde_fo,EURINR,2110,OPTCUR,PE,94.75,EURINR27MARCH2494.75PE,EURINR24MAR94.75PE,EURINR 27MAR24 94.75 PE,27-03-2024,1,0.0025,94,75,94.75
1003,CDS,cde_fo,JPYINR,2111,OPTCUR,CE,49.25,JPYINR26SEPTEMBER2349.25CE,JPYINR23SEP49.25CE,JPYINR 26SEP23 49.25 CE,26-09-2023,1,0.0025,49,25,49.25
1004,CDS,cde_fo,EURUSD,2112,OPTCUR,CE,1.015,EURUSD26JUNE241.015CE,EURUSD24JUN1.015CE,EURUSD 26JUN24 1.015 CE,26-06-2024,1,0.0001,1,15,1.15
1005,CDS,cde_fo,JPYINR,2113,OPTCUR,PE,49.25,JPYINR26SEPTEMBER2349.25PE,JPYINR23SEP49.25PE,JPYINR 26SEP23 49.25 PE,26-09-2023,1,0.0025,49,25,49.25
1006,CDS,cde_fo,JPYINR,2114,OPTCUR,CE,49.5,JPYINR26SEPTEMBER2349.5CE,JPYINR23SEP49.5CE,JPYINR 26SEP23 49.5 CE,26-09-2023,1,0.0025,49,5,49.5
1007,CDS,cde_fo,JPYINR,2115,OPTCUR,PE,50.25,JPYINR26SEPTEMBER2350.25PE,JPYINR23SEP50.25PE,JPYINR 26SEP23 50.25 PE,26-09-2023,1,0.0025,50,25,50.25
1008,CDS,cde_fo,GBPUSD,2116,OPTCUR,PE,1.345,GBPUSD27DECEMBER231.345PE,GBPUSD23DEC1.345PE,GBPUSD 27DEC23 1.345 PE,27-12-2023,1,0.0001,1,345,1.345
1009,CDS,cde_fo,EURINR,2117,OPTCUR,CE,84.25,EURINR07JULY2384.25CE,EURINR2370784.25CE,EURINR 07JUL23 84.25 CE,07-07-2023,1,0.0025,84,25,84.25
1010,CDS,cde_fo,EURINR,2118,OPTCUR,PE,84.25,EURINR07JULY2384.25PE,EURINR2370784.25PE,EURINR 07JUL23 84.25 PE,07-07-2023,1,0.0025,84,25,84.25
1011,CDS,cde_fo,EURUSD,2123,OPTCUR,CE,0.955,EURUSD27MARCH240.955CE,EURUSD24MAR0.955CE,EURUSD 27MAR24 0.955 CE,27-03-2024,1,0.0001,,955,.955
1012,CDS,cde_fo,EURUSD,2124,OPTCUR,PE,0.955,EURUSD27MARCH240.955PE,EURUSD24MAR0.955PE,EURUSD 27MAR24 0.955 PE,27-03-2024,1,0.0001,,955,.955
1013,CDS,cde_fo,GBPINR,2125,OPTCUR,PE,103.25,GBPINR15SEPTEMBER23103.25PE,GBPINR23915103.25PE,GBPINR 15SEP23 103.25 PE,15-09-2023,1,0.0025,103,25,103.25
1014,CDS,cde_fo,USDJPY,2126,OPTCUR,PE,154,USDJPY27DECEMBER23154PE,USDJPY23DEC154PE,USDJPY 27DEC23 154 PE,27-12-2023,1,0.01,154,,154
1015,CDS,cde_fo,EURINR,2127,OPTCUR,CE,84.5,EURINR07JULY2384.5CE,EURINR2370784.5CE,EURINR 07JUL23 84.5 CE,07-07-2023,1,0.0025,84,5,84.5
1016,CDS,cde_fo,EURINR,2128,OPTCUR,PE,84.5,EURINR07JULY2384.5PE,EURINR2370784.5PE,EURINR 07JUL23 84.5 PE,07-07-2023,1,0.0025,84,5,84.5
1017,CDS,cde_fo,GBPINR,2129,OPTCUR,CE,103.5,GBPINR15SEPTEMBER23103.5CE,GBPINR23915103.5CE,GBPINR 15SEP23 103.5 CE,15-09-2023,1,0.0025,103,5,103.5
1018,CDS,cde_fo,GBPINR,2130,OPTCUR,PE,103.5,GBPINR15SEPTEMBER23103.5PE,GBPINR23915103.5PE,GBPINR 15SEP23 103.5 PE,15-09-2023,1,0.0025,103,5,103.5
1019,CDS,cde_fo,EURUSD,2131,OPTCUR,CE,0.96,EURUSD27MARCH240.96CE,EURUSD24MAR0.96CE,EURUSD 27MAR24 0.96 CE,27-03-2024,1,0.0001,,96,.96
1020,CDS,cde_fo,EURUSD,2132,OPTCUR,PE,0.96,EURUSD27MARCH240.96PE,EURUSD24MAR0.96PE,EURUSD 27MAR24 0.96 PE,27-03-2024,1,0.0001,,96,.96
1021,CDS,cde_fo,EURUSD,2133,OPTCUR,CE,0.965,EURUSD27MARCH240.965CE,EURUSD24MAR0.965CE,EURUSD 27MAR24 0.965 CE,27-03-2024,1,0.0001,,965,.965
1022,CDS,cde_fo,EURUSD,2134,OPTCUR,PE,0.965,EURUSD27MARCH240.965PE,EURUSD24MAR0.965PE,EURUSD 27MAR24 0.965 PE,27-03-2024,1,0.0001,,965,.965
1023,CDS,cde_fo,GBPINR,2135,OPTCUR,CE,103.75,GBPINR15SEPTEMBER23103.75CE,GBPINR23915103.75CE,GBPINR 15SEP23 103.75 CE,15-09-2023,1,0.0025,103,75,103.75
1024,CDS,cde_fo,EURUSD,2136,OPTCUR,CE,0.97,EURUSD27MARCH240.97CE,EURUSD24MAR0.97CE,EURUSD 27MAR24 0.97 CE,27-03-2024,1,0.0001,,97,.97
1025,CDS,cde_fo,EURUSD,2137,OPTCUR,PE,0.97,EURUSD27MARCH240.97PE,EURUSD24MAR0.97PE,EURUSD 27MAR24 0.97 PE,27-03-2024,1,0.0001,,97,.97
1026,CDS,cde_fo,GBPINR,2138,OPTCUR,PE,103.75,GBPINR15SEPTEMBER23103.75PE,GBPINR23915103.75PE,GBPINR 15SEP23 103.75 PE,15-09-2023,1,0.0025,103,75,103.75
1027,CDS,cde_fo,EURUSD,2139,OPTCUR,CE,0.975,EURUSD27MARCH240.975CE,EURUSD24MAR0.975CE,EURUSD 27MAR24 0.975 CE,27-03-2024,1,0.0001,,975,.975
1028,CDS,cde_fo,EURUSD,2140,OPTCUR,PE,0.975,EURUSD27MARCH240.975PE,EURUSD24MAR0.975PE,EURUSD 27MAR24 0.975 PE,27-03-2024,1,0.0001,,975,.975
1029,CDS,cde_fo,EURUSD,2141,OPTCUR,CE,0.98,EURUSD27MARCH240.98CE,EURUSD24MAR0.98CE,EURUSD 27MAR24 0.98 CE,27-03-2024,1,0.0001,,98,.98
1030,CDS,cde_fo,EURUSD,2142,OPTCUR,PE,0.98,EURUSD27MARCH240.98PE,EURUSD24MAR0.98PE,EURUSD 27MAR24 0.98 PE,27-03-2024,1,0.0001,,98,.98
1031,CDS,cde_fo,EURUSD,2143,OPTCUR,CE,0.985,EURUSD27MARCH240.985CE,EURUSD24MAR0.985CE,EURUSD 27MAR24 0.985 CE,27-03-2024,1,0.0001,,985,.985
1032,CDS,cde_fo,EURUSD,2144,OPTCUR,PE,0.985,EURUSD27MARCH240.985PE,EURUSD24MAR0.985PE,EURUSD 27MAR24 0.985 PE,27-03-2024,1,0.0001,,985,.985
1033,CDS,cde_fo,EURUSD,2145,OPTCUR,CE,0.99,EURUSD27MARCH240.99CE,EURUSD24MAR0.99CE,EURUSD 27MAR24 0.99 CE,27-03-2024,1,0.0001,,99,.99
1034,CDS,cde_fo,EURUSD,2146,OPTCUR,PE,0.99,EURUSD27MARCH240.99PE,EURUSD24MAR0.99PE,EURUSD 27MAR24 0.99 PE,27-03-2024,1,0.0001,,99,.99
1035,CDS,cde_fo,GBPINR,2147,OPTCUR,CE,104,GBPINR15SEPTEMBER23104CE,GBPINR23915104CE,GBPINR 15SEP23 104 CE,15-09-2023,1,0.0025,104,,104
1036,CDS,cde_fo,EURUSD,2148,OPTCUR,PE,1.015,EURUSD26JUNE241.015PE,EURUSD24JUN1.015PE,EURUSD 26JUN24 1.015 PE,26-06-2024,1,0.0001,1,15,1.15
1037,CDS,cde_fo,EURUSD,2149,OPTCUR,CE,1.02,EURUSD26JUNE241.02CE,EURUSD24JUN1.02CE,EURUSD 26JUN24 1.02 CE,26-06-2024,1,0.0001,1,2,1.2
1038,CDS,cde_fo,GBPINR,2150,OPTCUR,PE,97.25,GBPINR14JULY2397.25PE,GBPINR2371497.25PE,GBPINR 14JUL23 97.25 PE,14-07-2023,1,0.0025,97,25,97.25
1039,CDS,cde_fo,GBPINR,2151,OPTCUR,PE,104,GBPINR15SEPTEMBER23104PE,GBPINR23915104PE,GBPINR 15SEP23 104 PE,15-09-2023,1,0.0025,104,,104
1040,CDS,cde_fo,EURINR,2152,OPTCUR,CE,84.75,EURINR07JULY2384.75CE,EURINR2370784.75CE,EURINR 07JUL23 84.75 CE,07-07-2023,1,0.0025,84,75,84.75
1041,CDS,cde_fo,GBPINR,2153,OPTCUR,PE,98,GBPINR15SEPTEMBER2398PE,GBPINR2391598PE,GBPINR 15SEP23 98 PE,15-09-2023,1,0.0025,98,,98
1042,CDS,cde_fo,EURUSD,2154,OPTCUR,CE,0.995,EURUSD27MARCH240.995CE,EURUSD24MAR0.995CE,EURUSD 27MAR24 0.995 CE,27-03-2024,1,0.0001,,995,.995
1043,CDS,cde_fo,GBPINR,2155,OPTCUR,CE,97.5,GBPINR14JULY2397.5CE,GBPINR2371497.5CE,GBPINR 14JUL23 97.5 CE,14-07-2023,1,0.0025,97,5,97.5
1044,CDS,cde_fo,GBPINR,2156,OPTCUR,CE,104.25,GBPINR15SEPTEMBER23104.25CE,GBPINR23915104.25CE,GBPINR 15SEP23 104.25 CE,15-09-2023,1,0.0025,104,25,104.25
1045,CDS,cde_fo,EURINR,2157,OPTCUR,CE,86,EURINR29AUGUST2386CE,EURINR23AUG86CE,EURINR 29AUG23 86 CE,29-08-2023,1,0.0025,86,,86
1046,CDS,cde_fo,EURINR,2158,OPTCUR,PE,86,EURINR29AUGUST2386PE,EURINR23AUG86PE,EURINR 29AUG23 86 PE,29-08-2023,1,0.0025,86,,86
1047,CDS,cde_fo,GBPINR,2159,OPTCUR,PE,104.25,GBPINR15SEPTEMBER23104.25PE,GBPINR23915104.25PE,GBPINR 15SEP23 104.25 PE,15-09-2023,1,0.0025,104,25,104.25
1048,CDS,cde_fo,EURUSD,2160,OPTCUR,PE,0.995,EURUSD27MARCH240.995PE,EURUSD24MAR0.995PE,EURUSD 27MAR24 0.995 PE,27-03-2024,1,0.0001,,995,.995
1049,CDS,cde_fo,GBPINR,2161,OPTCUR,PE,97.5,GBPINR14JULY2397.5PE,GBPINR2371497.5PE,GBPINR 14JUL23 97.5 PE,14-07-2023,1,0.0025,97,5,97.5
1050,CDS,cde_fo,EURUSD,2162,OPTCUR,PE,1.02,EURUSD26JUNE241.02PE,EURUSD24JUN1.02PE,EURUSD 26JUN24 1.02 PE,26-06-2024,1,0.0001,1,2,1.2
1051,CDS,cde_fo,EURUSD,2163,OPTCUR,CE,1.025,EURUSD26JUNE241.025CE,EURUSD24JUN1.025CE,EURUSD 26JUN24 1.025 CE,26-06-2024,1,0.0001,1,25,1.25
1052,CDS,cde_fo,GBPINR,2164,OPTCUR,CE,97.75,GBPINR26JUNE2497.75CE,GBPINR24JUN97.75CE,GBPINR 26JUN24 97.75 CE,26-06-2024,1,0.0025,97,75,97.75
1053,CDS,cde_fo,GBPINR,2165,OPTCUR,CE,97.75,GBPINR14JULY2397.75CE,GBPINR2371497.75CE,GBPINR 14JUL23 97.75 CE,14-07-2023,1,0.0025,97,75,97.75
1054,CDS,cde_fo,EURINR,2166,OPTCUR,PE,84.75,EURINR07JULY2384.75PE,EURINR2370784.75PE,EURINR 07JUL23 84.75 PE,07-07-2023,1,0.0025,84,75,84.75
1055,CDS,cde_fo,GBPINR,2168,OPTCUR,PE,97.75,GBPINR14JULY2397.75PE,GBPINR2371497.75PE,GBPINR 14JUL23 97.75 PE,14-07-2023,1,0.0025,97,75,97.75
1056,CDS,cde_fo,GBPINR,2169,OPTCUR,CE,98,GBPINR14JULY2398CE,GBPINR2371498CE,GBPINR 14JUL23 98 CE,14-07-2023,1,0.0025,98,,98
1057,CDS,cde_fo,GBPINR,2170,OPTCUR,PE,97.75,GBPINR26JUNE2497.75PE,GBPINR24JUN97.75PE,GBPINR 26JUN24 97.75 PE,26-06-2024,1,0.0025,97,75,97.75
1058,CDS,cde_fo,GBPINR,2171,OPTCUR,CE,98,GBPINR26JUNE2498CE,GBPINR24JUN98CE,GBPINR 26JUN24 98 CE,26-06-2024,1,0.0025,98,,98
1059,CDS,cde_fo,JPYINR,2174,OPTCUR,PE,54.25,JPYINR14JULY2354.25PE,JPYINR2371454.25PE,JPYINR 14JUL23 54.25 PE,14-07-2023,1,0.0025,54,25,54.25
1060,CDS,cde_fo,GBPINR,2175,OPTCUR,PE,98,GBPINR14JULY2398PE,GBPINR2371498PE,GBPINR 14JUL23 98 PE,14-07-2023,1,0.0025,98,,98
1061,CDS,cde_fo,GBPINR,2176,OPTCUR,CE,98.25,GBPINR14JULY2398.25CE,GBPINR2371498.25CE,GBPINR 14JUL23 98.25 CE,14-07-2023,1,0.0025,98,25,98.25
1062,CDS,cde_fo,GBPINR,2177,OPTCUR,PE,98.25,GBPINR14JULY2398.25PE,GBPINR2371498.25PE,GBPINR 14JUL23 98.25 PE,14-07-2023,1,0.0025,98,25,98.25
1063,CDS,cde_fo,GBPINR,2178,OPTCUR,CE,98.5,GBPINR14JULY2398.5CE,GBPINR2371498.5CE,GBPINR 14JUL23 98.5 CE,14-07-2023,1,0.0025,98,5,98.5
1064,CDS,cde_fo,GBPINR,2179,OPTCUR,PE,98.5,GBPINR14JULY2398.5PE,GBPINR2371498.5PE,GBPINR 14JUL23 98.5 PE,14-07-2023,1,0.0025,98,5,98.5
1065,CDS,cde_fo,GBPINR,2180,OPTCUR,CE,98.75,GBPINR14JULY2398.75CE,GBPINR2371498.75CE,GBPINR 14JUL23 98.75 CE,14-07-2023,1,0.0025,98,75,98.75
1066,CDS,cde_fo,USDINR,2181,FUTCUR,XX,-1,USDINR23AUGFUT,USDINR23811FUT,USDINR 11AUG23 FUT,11-08-2023,1,0.0025,,,
1067,CDS,cde_fo,EURUSD,2182,OPTCUR,CE,1,EURUSD27MARCH241CE,EURUSD24MAR1CE,EURUSD 27MAR24 1 CE,27-03-2024,1,0.0001,1,,1
1068,CDS,cde_fo,GBPINR,2183,OPTCUR,CE,104.5,GBPINR15SEPTEMBER23104.5CE,GBPINR23915104.5CE,GBPINR 15SEP23 104.5 CE,15-09-2023,1,0.0025,104,5,104.5
1069,CDS,cde_fo,EURUSD,2184,OPTCUR,PE,1,EURUSD27MARCH241PE,EURUSD24MAR1PE,EURUSD 27MAR24 1 PE,27-03-2024,1,0.0001,1,,1
1070,CDS,cde_fo,GBPINR,2185,OPTCUR,PE,98.75,GBPINR14JULY2398.75PE,GBPINR2371498.75PE,GBPINR 14JUL23 98.75 PE,14-07-2023,1,0.0025,98,75,98.75
1071,CDS,cde_fo,JPYINR,2186,OPTCUR,PE,49.5,JPYINR26SEPTEMBER2349.5PE,JPYINR23SEP49.5PE,JPYINR 26SEP23 49.5 PE,26-09-2023,1,0.0025,49,5,49.5
1072,CDS,cde_fo,GBPINR,2187,OPTCUR,PE,104.5,GBPINR15SEPTEMBER23104.5PE,GBPINR23915104.5PE,GBPINR 15SEP23 104.5 PE,15-09-2023,1,0.0025,104,5,104.5
1073,CDS,cde_fo,GBPINR,2188,OPTCUR,CE,104.75,GBPINR15SEPTEMBER23104.75CE,GBPINR23915104.75CE,GBPINR 15SEP23 104.75 CE,15-09-2023,1,0.0025,104,75,104.75
1074,CDS,cde_fo,GBPINR,2189,OPTCUR,PE,104.75,GBPINR15SEPTEMBER23104.75PE,GBPINR23915104.75PE,GBPINR 15SEP23 104.75 PE,15-09-2023,1,0.0025,104,75,104.75
1075,CDS,cde_fo,EURINR,2190,OPTCUR,CE,95,EURINR26SEPTEMBER2395CE,EURINR23SEP95CE,EURINR 26SEP23 95 CE,26-09-2023,1,0.0025,95,,95
1076,CDS,cde_fo,EURUSD,2191,OPTCUR,CE,1.005,EURUSD27MARCH241.005CE,EURUSD24MAR1.005CE,EURUSD 27MAR24 1.005 CE,27-03-2024,1,0.0001,1,5,1.5
1077,CDS,cde_fo,EURUSD,2192,OPTCUR,PE,1.005,EURUSD27MARCH241.005PE,EURUSD24MAR1.005PE,EURUSD 27MAR24 1.005 PE,27-03-2024,1,0.0001,1,5,1.5
1078,CDS,cde_fo,EURUSD,2193,OPTCUR,CE,1.01,EURUSD27MARCH241.01CE,EURUSD24MAR1.01CE,EURUSD 27MAR24 1.01 CE,27-03-2024,1,0.0001,1,1,1.1
1079,CDS,cde_fo,EURUSD,2194,OPTCUR,PE,1.01,EURUSD27MARCH241.01PE,EURUSD24MAR1.01PE,EURUSD 27MAR24 1.01 PE,27-03-2024,1,0.0001,1,1,1.1
1080,CDS,cde_fo,EURINR,2195,OPTCUR,PE,95,EURINR26SEPTEMBER2395PE,EURINR23SEP95PE,EURINR 26SEP23 95 PE,26-09-2023,1,0.0025,95,,95
1081,CDS,cde_fo,EURUSD,2196,OPTCUR,CE,1.015,EURUSD27MARCH241.015CE,EURUSD24MAR1.015CE,EURUSD 27MAR24 1.015 CE,27-03-2024,1,0.0001,1,15,1.15
1082,CDS,cde_fo,EURUSD,2197,OPTCUR,PE,1.015,EURUSD27MARCH241.015PE,EURUSD24MAR1.015PE,EURUSD 27MAR24 1.015 PE,27-03-2024,1,0.0001,1,15,1.15
1083,CDS,cde_fo,EURINR,2198,OPTCUR,CE,95.25,EURINR26SEPTEMBER2395.25CE,EURINR23SEP95.25CE,EURINR 26SEP23 95.25 CE,26-09-2023,1,0.0025,95,25,95.25
1084,CDS,cde_fo,GBPINR,2199,OPTCUR,CE,99,GBPINR14JULY2399CE,GBPINR2371499CE,GBPINR 14JUL23 99 CE,14-07-2023,1,0.0025,99,,99
1085,CDS,cde_fo,GBPINR,2200,OPTCUR,PE,99,GBPINR14JULY2399PE,GBPINR2371499PE,GBPINR 14JUL23 99 PE,14-07-2023,1,0.0025,99,,99
1086,CDS,cde_fo,EURUSD,2201,OPTCUR,CE,1.02,EURUSD27MARCH241.02CE,EURUSD24MAR1.02CE,EURUSD 27MAR24 1.02 CE,27-03-2024,1,0.0001,1,2,1.2
1087,CDS,cde_fo,EURUSD,2202,OPTCUR,PE,1.02,EURUSD27MARCH241.02PE,EURUSD24MAR1.02PE,EURUSD 27MAR24 1.02 PE,27-03-2024,1,0.0001,1,2,1.2
1088,CDS,cde_fo,EURUSD,2203,OPTCUR,CE,1.025,EURUSD27MARCH241.025CE,EURUSD24MAR1.025CE,EURUSD 27MAR24 1.025 CE,27-03-2024,1,0.0001,1,25,1.25
1089,CDS,cde_fo,EURUSD,2204,OPTCUR,PE,1.025,EURUSD26JUNE241.025PE,EURUSD24JUN1.025PE,EURUSD 26JUN24 1.025 PE,26-06-2024,1,0.0001,1,25,1.25
1090,CDS,cde_fo,EURUSD,2205,OPTCUR,PE,1.025,EURUSD27MARCH241.025PE,EURUSD24MAR1.025PE,EURUSD 27MAR24 1.025 PE,27-03-2024,1,0.0001,1,25,1.25
1091,CDS,cde_fo,EURUSD,2206,OPTCUR,CE,1.03,EURUSD27MARCH241.03CE,EURUSD24MAR1.03CE,EURUSD 27MAR24 1.03 CE,27-03-2024,1,0.0001,1,3,1.3
1092,CDS,cde_fo,EURUSD,2207,OPTCUR,PE,1.03,EURUSD27MARCH241.03PE,EURUSD24MAR1.03PE,EURUSD 27MAR24 1.03 PE,27-03-2024,1,0.0001,1,3,1.3
1093,CDS,cde_fo,EURUSD,2208,OPTCUR,CE,1.035,EURUSD27MARCH241.035CE,EURUSD24MAR1.035CE,EURUSD 27MAR24 1.035 CE,27-03-2024,1,0.0001,1,35,1.35
1094,CDS,cde_fo,EURUSD,2209,OPTCUR,PE,1.035,EURUSD27MARCH241.035PE,EURUSD24MAR1.035PE,EURUSD 27MAR24 1.035 PE,27-03-2024,1,0.0001,1,35,1.35
1095,CDS,cde_fo,EURUSD,2210,OPTCUR,CE,1.03,EURUSD26JUNE241.03CE,EURUSD24JUN1.03CE,EURUSD 26JUN24 1.03 CE,26-06-2024,1,0.0001,1,3,1.3
1096,CDS,cde_fo,EURUSD,2211,OPTCUR,PE,1.03,EURUSD26JUNE241.03PE,EURUSD24JUN1.03PE,EURUSD 26JUN24 1.03 PE,26-06-2024,1,0.0001,1,3,1.3
1097,CDS,cde_fo,EURUSD,2212,OPTCUR,CE,1.035,EURUSD26JUNE241.035CE,EURUSD24JUN1.035CE,EURUSD 26JUN24 1.035 CE,26-06-2024,1,0.0001,1,35,1.35
1098,CDS,cde_fo,EURINR,2213,OPTCUR,CE,82,EURINR27DECEMBER2382CE,EURINR23DEC82CE,EURINR 27DEC23 82 CE,27-12-2023,1,0.0025,82,,82
1099,CDS,cde_fo,EURINR,2214,OPTCUR,PE,82,EURINR27DECEMBER2382PE,EURINR23DEC82PE,EURINR 27DEC23 82 PE,27-12-2023,1,0.0025,82,,82
1100,CDS,cde_fo,EURUSD,2215,OPTCUR,PE,1.035,EURUSD26JUNE241.035PE,EURUSD24JUN1.035PE,EURUSD 26JUN24 1.035 PE,26-06-2024,1,0.0001,1,35,1.35
1101,CDS,cde_fo,EURUSD,2216,OPTCUR,CE,1.04,EURUSD26JUNE241.04CE,EURUSD24JUN1.04CE,EURUSD 26JUN24 1.04 CE,26-06-2024,1,0.0001,1,4,1.4
1102,CDS,cde_fo,EURUSD,2217,OPTCUR,PE,1.04,EURUSD26JUNE241.04PE,EURUSD24JUN1.04PE,EURUSD 26JUN24 1.04 PE,26-06-2024,1,0.0001,1,4,1.4
1103,CDS,cde_fo,EURINR,2218,OPTCUR,CE,95.75,EURINR27MARCH2495.75CE,EURINR24MAR95.75CE,EURINR 27MAR24 95.75 CE,27-03-2024,1,0.0025,95,75,95.75
1104,CDS,cde_fo,EURINR,2219,OPTCUR,PE,95.75,EURINR27MARCH2495.75PE,EURINR24MAR95.75PE,EURINR 27MAR24 95.75 PE,27-03-2024,1,0.0025,95,75,95.75
1105,CDS,cde_fo,EURUSD,2220,OPTCUR,CE,1.04,EURUSD27MARCH241.04CE,EURUSD24MAR1.04CE,EURUSD 27MAR24 1.04 CE,27-03-2024,1,0.0001,1,4,1.4
1106,CDS,cde_fo,EURINR,2221,OPTCUR,PE,83,EURINR18AUGUST2383PE,EURINR2381883PE,EURINR 18AUG23 83 PE,18-08-2023,1,0.0025,83,,83
1107,CDS,cde_fo,GBPINR,2222,OPTCUR,CE,99.25,GBPINR14JULY2399.25CE,GBPINR2371499.25CE,GBPINR 14JUL23 99.25 CE,14-07-2023,1,0.0025,99,25,99.25
1108,CDS,cde_fo,GBPINR,2223,OPTCUR,CE,105,GBPINR15SEPTEMBER23105CE,GBPINR23915105CE,GBPINR 15SEP23 105 CE,15-09-2023,1,0.0025,105,,105
1109,CDS,cde_fo,EURINR,2224,OPTCUR,CE,83.25,EURINR18AUGUST2383.25CE,EURINR2381883.25CE,EURINR 18AUG23 83.25 CE,18-08-2023,1,0.0025,83,25,83.25
